challenge_ID,programming_language,challenge_series_ID,total_submissions,publish_date,author_ID,author_gender,author_org_ID,category_id
CI23869,1,SI2524,122,08-12-2006,AI563881,F,AOI100204,45
CI23870,1,SI2524,206,08-12-2006,AI563708,M,AOI100085,45
CI23871,1,SI2524,456,08-12-2006,AI563882,M,AOI100078,109
CI23872,1,SI2524,262,08-12-2006,AI563883,M,AOI100212,53
CI23873,1,SI2469,206,18-05-2005,AI563884,M,AOI100180,29
CI23874,1,SI2459,109,14-07-2006,AI563885,M,AOI100213,45
CI23875,1,SI2464,538,24-02-2005,AI563780,F,AOI100001,114
CI23876,1,SI2479,26,06-04-2006,AI563715,M,AOI100089,122
CI23877,1,SI2469,52,16-05-2005,AI563886,M,AOI100214,29
CI23878,1,SI2469,50,25-05-2005,AI563887,M,AOI100113,29
CI23879,1,SI2469,155,23-05-2005,AI563888,M,AOI100113,29
CI23880,1,SI2469,3237,26-05-2005,AI563889,F,AOI100161,33
CI23881,1,SI2469,69,24-05-2005,AI563890,M,AOI100215,29
CI23882,1,SI2469,466,18-05-2005,AI563891,M,AOI100180,41
CI23883,1,SI2479,30,07-04-2006,AI563715,M,AOI100089,122
CI23884,1,SI2469,82,23-05-2005,AI563892,M,AOI100214,29
CI23885,1,SI2469,81,25-05-2005,AI563893,M,AOI100156,29
CI23886,1,SI2476,369,18-06-2006,AI563894,M,AOI100091,46
CI23887,1,SI2479,1248,07-04-2006,AI563826,M,AOI100179,46
CI23888,1,SI2524,376,08-12-2006,AI563895,M,AOI100083,29
CI23889,1,SI2468,148,01-08-2006,AI563719,M,AOI100105,74
CI23890,1,SI2473,29,11-04-2005,AI563708,M,AOI100085,
CI23891,1,SI2476,226,17-06-2006,AI563896,M,AOI100202,32
CI23892,1,SI2450,48,09-09-2004,AI563826,M,AOI100179,45
CI23893,1,SI2450,331,08-10-2004,AI563897,M,AOI100068,50
CI23894,1,SI2459,84,12-07-2006,AI563898,M,AOI100216,
CI23895,1,SI2473,48,11-04-2005,AI563899,M,AOI100153,
CI23896,1,SI2473,237,11-04-2005,AI563900,M,AOI100217,59
CI23897,1,SI2473,63,12-04-2005,AI563901,M,AOI100218,
CI23898,1,SI2473,42,12-04-2005,AI563902,M,AOI100204,
CI23899,1,SI2473,39,12-04-2005,AI563903,F,AOI100088,
CI23900,1,SI2473,41,12-04-2005,AI563904,M,AOI100219,31
CI23901,1,SI2523,138,08-12-2006,AI563905,M,AOI100220,37
CI23902,1,SI2467,97,06-07-2006,AI563906,M,AOI100106,50
CI23903,1,SI2467,214,06-07-2006,AI563907,M,AOI100221,50
CI23904,1,SI2467,381,06-07-2006,AI563908,M,AOI100222,24
CI23905,1,SI2467,81,06-07-2006,AI563909,M,AOI100222,
CI23906,1,SI2467,2326,06-07-2006,AI563910,M,AOI100068,116
CI23907,1,SI2477,71,12-06-2006,AI563911,M,AOI100130,77
CI23908,1,SI2477,166,12-06-2006,AI563912,M,AOI100223,77
CI23909,1,SI2479,63,02-04-2006,AI563758,M,AOI100089,122
CI23910,1,SI2479,64,02-04-2006,AI563758,M,AOI100089,122
CI23911,1,SI2453,197,10-08-2005,AI563913,M,AOI100224,50
CI23912,1,SI2453,88,10-08-2005,AI563914,M,AOI100225,62
CI23913,1,SI2453,5681,08-08-2005,AI563915,M,AOI100226,29
CI23914,1,SI2453,228,08-08-2005,AI563916,M,AOI100227,46
CI23915,1,SI2453,109,09-08-2005,AI563917,M,AOI100022,77
CI23916,1,SI2453,55,10-08-2005,AI563918,F,AOI100228,29
CI23917,1,SI2453,74,09-08-2005,AI563781,M,AOI100147,29
CI23918,1,SI2453,68,10-08-2005,AI563919,M,AOI100229,46
CI23919,1,SI2453,236,08-08-2005,AI563920,M,AOI100230,30
CI23920,1,SI2477,267,12-06-2006,AI563738,M,AOI100085,77
CI23921,1,SI2477,999,12-06-2006,AI563872,M,AOI100085,66
CI23922,1,SI2457,1588,08-02-2006,AI563921,M,AOI100231,37
CI23923,1,SI2459,99,11-07-2006,AI563922,M,AOI100232,
CI23924,1,SI2479,609,03-04-2006,AI563923,M,AOI100197,40
CI23925,1,SI2476,51,17-06-2006,AI563924,M,AOI100233,29
CI23926,1,SI2477,108,12-06-2006,AI563925,M,AOI100196,77
CI23927,1,SI2477,261,12-06-2006,AI563688,M,AOI100083,77
CI23928,1,SI2468,458,26-07-2006,AI563701,M,AOI100094,49
CI23929,1,SI2468,1496,26-07-2006,AI563789,M,AOI100153,61
CI23930,1,SI2468,96,26-07-2006,AI563926,M,AOI100208,29
CI23931,1,SI2477,136,12-06-2006,AI563927,M,AOI100234,30
CI23932,1,SI2457,1550,13-02-2006,AI563691,M,AOI100086,82
CI23933,1,SI2468,15086,27-07-2006,AI563783,M,AOI100149,31
CI23934,1,SI2477,48,12-06-2006,AI563928,M,AOI100235,77
CI23935,1,SI2459,175,11-07-2006,AI563929,M,AOI100196,112
CI23936,1,SI2472,350,17-09-2004,AI563930,M,AOI100086,32
CI23937,1,SI2472,1417,17-09-2004,AI563931,M,AOI100236,28
CI23938,1,SI2469,64,18-05-2005,AI563932,M,AOI100237,29
CI23939,1,SI2469,45,25-05-2005,AI563933,M,AOI100238,60
CI23940,1,SI2469,151,19-05-2005,AI563934,M,AOI100156,67
CI23941,1,SI2469,133,24-05-2005,AI563935,M,AOI100239,29
CI23942,1,SI2469,73,16-05-2005,AI563702,M,AOI100095,31
CI23943,1,SI2460,133,20-02-2002,AI563924,M,AOI100233,125
CI23944,1,SI2469,62,25-05-2005,AI563655,M,AOI100068,29
CI23945,1,SI2469,42,27-05-2005,AI563655,M,AOI100068,29
CI23946,1,SI2469,203,23-05-2005,AI563655,M,AOI100068,112
CI23947,1,SI2469,92,24-05-2005,AI563655,M,AOI100068,112
CI23948,1,SI2471,118,13-06-2005,AI563936,M,AOI100240,
CI23949,1,SI2471,46,12-06-2005,AI563822,M,AOI100174,
CI23950,1,SI2478,53,01-05-2006,AI563846,M,AOI100080,
CI23951,1,SI2471,42,12-06-2005,AI563937,M,AOI100241,
CI23952,1,SI2471,471,12-06-2005,AI563938,M,AOI100242,81
CI23953,1,SI2450,179,09-09-2004,AI563939,M,AOI100243,29
CI23954,1,SI2463,433,05-08-2003,AI563703,M,AOI100096,29
CI23955,1,SI2463,315,06-08-2003,AI563940,M,AOI100054,50
CI23956,1,SI2479,165,30-03-2006,AI563758,M,AOI100089,122
CI23957,1,SI2479,211,29-03-2006,AI563758,M,AOI100089,122
CI23958,1,SI2479,1515,29-03-2006,AI563758,M,AOI100089,122
CI23959,1,SI2479,710,29-03-2006,AI563758,M,AOI100089,122
CI23960,1,SI2481,186,25-07-2005,AI563941,M,AOI100202,50
CI23961,1,SI2481,93,25-07-2005,AI563942,M,AOI100244,
CI23962,1,SI2460,120,12-02-2002,AI563877,M,AOI100086,29
CI23963,1,SI2522,329,08-12-2006,AI563943,M,AOI100211,72
CI23964,1,SI2522,141,08-12-2006,AI563944,F,AOI100022,72
CI23965,1,SI2522,199,08-12-2006,AI563945,M,AOI100245,72
CI23966,1,SI2522,232,08-12-2006,AI563946,M,AOI100246,72
CI23967,1,SI2522,278,08-12-2006,AI563947,M,AOI100247,72
CI23968,1,SI2522,483,08-12-2006,AI563948,M,AOI100248,72
CI23969,1,SI2522,160,08-12-2006,AI563949,M,AOI100063,72
CI23970,1,SI2522,679,08-12-2006,AI563950,M,AOI100249,59
CI23971,1,SI2522,591,08-12-2006,AI563951,F,AOI100250,72
CI23972,1,SI2450,170,09-09-2004,AI563952,M,AOI100130,29
CI23973,1,SI2461,100,19-01-2005,AI563953,M,AOI100251,41
CI23974,1,SI2465,112,18-12-2004,AI563954,M,AOI100252,41
CI23975,1,SI2462,9204,24-01-2005,AI563823,M,,61
CI23976,1,SI2451,86,18-11-2005,AI563955,M,AOI100066,53
CI23977,1,SI2451,166,18-11-2005,AI563956,M,AOI100253,53
CI23978,1,SI2451,44,18-11-2005,AI563957,M,AOI100254,
CI23979,1,SI2454,39,28-10-2005,AI563958,M,AOI100255,
CI23980,1,SI2461,50,19-01-2005,AI563959,M,AOI100047,61
CI23981,1,SI2461,54,19-01-2005,AI563858,M,AOI100132,
CI23982,1,SI2523,276,08-12-2006,AI563960,M,AOI100256,123
CI23983,1,SI2448,282,03-10-2006,AI563961,F,AOI100158,48
CI23984,1,SI2449,170,23-06-2004,AI563962,M,AOI100257,
CI23985,1,SI2449,94,22-06-2004,AI563963,M,AOI100128,
CI23986,1,SI2449,120,21-06-2004,AI563964,F,AOI100155,
CI23987,1,SI2479,130,09-04-2006,AI563694,M,AOI100089,122
CI23988,1,SI2459,45,12-07-2006,AI563808,M,AOI100168,
CI23989,1,SI2457,731,06-02-2006,AI563965,M,AOI100112,47
CI23990,1,SI2457,241,06-02-2006,AI563966,M,AOI100068,30
CI23991,1,SI2475,36,06-07-2005,AI563967,M,AOI100258,118
CI23992,1,SI2457,1049,06-02-2006,AI563968,M,AOI100112,111
CI23993,1,SI2454,235,03-11-2005,AI563825,M,AOI100178,125
CI23994,1,SI2454,777,30-10-2005,AI563969,M,AOI100259,47
CI23995,1,SI2453,106,10-08-2005,AI563862,M,AOI100202,49
CI23996,1,SI2467,23,08-07-2006,AI563723,M,AOI100107,
CI23997,1,SI2454,218,31-10-2005,AI563970,M,AOI100260,47
CI23998,1,SI2454,173,28-10-2005,AI563958,M,AOI100255,47
CI23999,1,SI2468,1165,02-08-2006,AI563924,M,AOI100233,33
CI24000,1,SI2468,263,02-08-2006,AI563859,F,AOI100199,41
CI24001,1,SI2463,338,08-08-2003,AI563886,M,AOI100214,31
CI24002,1,SI2465,28,18-12-2004,AI563655,M,AOI100068,
CI24003,1,SI2457,1773,16-02-2006,AI563971,M,AOI100261,46
CI24004,1,SI2450,2350,09-09-2004,AI563972,M,AOI100120,111
CI24005,1,SI2457,487,14-02-2006,AI563878,M,AOI100112,37
CI24006,1,SI2480,88,10-04-2006,AI563973,F,AOI100230,
CI24007,1,SI2480,254,10-04-2006,AI563974,F,AOI100120,39
CI24008,1,SI2480,233,10-04-2006,AI563975,M,AOI100206,49
CI24009,1,SI2477,80,12-06-2006,,,,
CI24010,1,SI2477,396,12-06-2006,AI563976,M,AOI100262,77
CI24011,1,SI2477,71,12-06-2006,AI563977,M,AOI100137,77
CI24012,1,SI2477,166,13-06-2006,AI563978,M,AOI100204,77
CI24013,1,SI2477,469,13-06-2006,AI563979,M,AOI100084,77
CI24014,1,SI2477,1292,13-06-2006,AI563980,F,AOI100212,77
CI24015,1,SI2471,174,11-06-2005,AI563981,M,AOI100080,
CI24016,1,SI2471,24,11-06-2005,AI563982,M,AOI100130,
CI24017,1,SI2471,28,11-06-2005,AI563983,M,AOI100263,
CI24018,1,SI2470,34,04-10-2005,AI563825,M,AOI100178,
CI24019,1,SI2470,37,03-10-2005,AI563703,M,AOI100096,
CI24020,1,SI2470,111,05-10-2005,AI563984,M,AOI100264,31
CI24021,1,SI2470,40,05-10-2005,AI563985,M,AOI100265,
CI24022,1,SI2470,49,04-10-2005,AI563986,M,AOI100266,
CI24023,1,SI2466,79,17-03-2005,AI563987,M,AOI100267,30
CI24024,1,SI2463,1511,05-08-2003,AI563988,M,AOI100268,74
CI24025,1,SI2458,116,10-10-2005,AI563989,M,AOI100196,77
CI24026,1,SI2469,2976,27-05-2005,AI563990,M,AOI100165,117
CI24027,1,SI2469,136,16-05-2005,AI563655,M,AOI100068,29
CI24028,1,SI2469,180,19-03-2005,AI563655,M,AOI100068,118
CI24029,1,SI2469,772,16-05-2005,AI563991,M,AOI100269,30
CI24030,1,SI2469,857,18-05-2005,AI563991,M,AOI100269,110
CI24031,1,SI2469,1461,16-05-2005,AI563747,M,AOI100123,30
CI24032,1,SI2524,136,08-12-2006,AI563992,M,AOI100085,45
CI24033,1,SI2459,132,11-07-2006,AI563793,M,AOI100156,120
CI24034,1,SI2524,131,08-12-2006,AI563993,M,AOI100270,46
CI24035,1,SI2524,158,08-12-2006,AI563994,M,AOI100271,29
CI24036,1,SI2524,79,08-12-2006,AI563995,M,AOI100272,29
CI24037,1,SI2524,134,08-12-2006,AI563922,M,AOI100232,118
CI24038,1,SI2452,40,06-10-2005,AI563996,M,AOI100273,
CI24039,1,SI2452,187,07-10-2005,AI563997,M,AOI100274,46
CI24040,1,SI2452,247,07-10-2005,AI563998,M,AOI100274,32
CI24041,1,SI2452,133,06-10-2005,AI563999,F,AOI100275,
CI24042,1,SI2452,58,06-10-2005,AI564000,M,AOI100276,
CI24043,1,SI2452,39,06-10-2005,AI564001,M,AOI100277,
CI24044,1,SI2467,383,06-07-2006,AI564002,M,AOI100278,116
CI24045,1,SI2468,477,03-08-2006,AI563865,M,AOI100153,124
CI24046,1,SI2480,29,12-04-2006,AI564003,M,AOI100279,
CI24047,1,SI2480,154,12-04-2006,AI564004,F,AOI100222,
CI24048,1,SI2480,122,12-04-2006,AI564005,F,AOI100280,
CI24049,1,SI2465,114,18-12-2004,AI564006,F,AOI100022,110
CI24050,1,SI2480,23,12-04-2006,AI564007,M,AOI100281,
CI24051,1,SI2465,43,18-12-2004,AI563940,M,AOI100054,41
CI24052,1,SI2462,989,31-01-2005,AI564008,M,AOI100072,29
CI24053,1,SI2521,120,08-12-2006,AI564009,M,AOI100120,
CI24054,1,SI2459,217,12-07-2006,AI564010,M,AOI100047,46
CI24055,1,SI2468,555,02-08-2006,AI563719,M,AOI100105,46
CI24056,1,SI2459,222,11-07-2006,AI564011,M,AOI100196,114
CI24057,1,SI2523,185,08-12-2006,AI563990,M,AOI100165,123
CI24058,1,SI2448,540,04-10-2006,AI564012,M,AOI100282,48
CI24059,1,SI2475,64,06-07-2005,AI563825,M,AOI100178,
CI24060,1,SI2448,26,04-10-2006,,,,
CI24061,1,SI2448,183,04-10-2006,AI564013,F,AOI100141,118
CI24062,1,SI2448,112,04-10-2006,AI563843,M,AOI100188,32
CI24063,1,SI2473,117,11-04-2005,AI564014,M,AOI100283,
CI24064,1,SI2473,59,11-04-2005,AI564015,M,AOI100085,52
CI24065,1,SI2473,90,11-04-2005,AI563698,M,AOI100093,
CI24066,1,SI2473,146,11-04-2005,AI563698,M,AOI100093,31
CI24067,1,SI2473,374,11-04-2005,AI563836,M,AOI100184,81
CI24068,1,SI2473,93,11-04-2005,AI563994,M,AOI100271,
CI24069,1,SI2473,39,11-04-2005,AI564016,M,AOI100169,
CI24070,1,SI2473,266,11-04-2005,AI563925,M,AOI100196,59
CI24071,1,SI2473,151,11-04-2005,AI564017,M,AOI100131,
CI24072,1,SI2475,136,07-07-2005,AI564018,M,AOI100284,41
CI24073,1,SI2474,62,07-10-2005,AI563822,M,AOI100174,29
CI24074,1,SI2473,43,12-04-2005,AI564019,M,AOI100103,
CI24075,1,SI2473,141,12-04-2005,AI564020,M,AOI100285,141
CI24076,1,SI2473,21,12-04-2005,AI564021,M,AOI100286,141
CI24077,1,SI2473,146,12-04-2005,AI564022,M,AOI100032,49
CI24078,1,SI2473,60,12-04-2005,AI564023,F,AOI100287,
CI24079,1,SI2473,123,12-04-2005,AI564024,F,AOI100193,141
CI24080,1,SI2521,355,08-12-2006,AI563698,M,AOI100093,52
CI24081,1,SI2462,694,24-01-2005,AI563968,M,AOI100112,111
CI24082,1,SI2474,20,07-10-2005,AI563822,M,AOI100174,
CI24083,1,SI2480,100,11-04-2006,AI563724,M,AOI100098,
CI24084,1,SI2476,174,18-06-2006,AI564025,M,AOI100288,29
CI24085,1,SI2479,105,03-04-2006,AI563758,M,AOI100089,122
CI24086,1,SI2467,816,06-07-2006,AI564026,M,AOI100289,80
CI24087,1,SI2476,207,17-06-2006,AI564027,M,AOI100222,46
CI24088,1,SI2476,38,18-06-2006,AI563839,M,AOI100164,29
CI24089,1,SI2476,160,18-06-2006,AI564028,M,AOI100290,29
CI24090,1,SI2476,162,18-06-2006,AI564029,M,AOI100137,29
CI24091,1,SI2476,238,18-06-2006,AI564030,F,AOI100291,46
CI24092,1,SI2476,76,18-06-2006,AI564031,M,AOI100292,53
CI24093,1,SI2455,145,07-10-2004,AI564032,F,AOI100164,31
CI24094,1,SI2454,274,29-10-2005,AI563724,M,AOI100098,47
CI24095,1,SI2454,121,31-10-2005,AI563732,M,AOI100085,30
CI24096,1,SI2455,25,08-10-2004,AI563655,M,AOI100068,122
CI24097,1,SI2454,460,30-10-2005,AI564033,M,AOI100202,47
CI24098,1,SI2460,32,21-02-2002,AI564034,M,AOI100086,29
CI24099,1,SI2453,270,10-08-2005,AI563918,F,AOI100228,58
CI24100,1,SI2453,93,10-08-2005,AI563918,F,AOI100228,45
CI24101,1,SI2453,300,10-08-2005,AI564035,M,AOI100054,31
CI24102,1,SI2479,135,11-04-2006,AI563733,M,AOI100089,122
CI24103,1,SI2479,19,12-04-2006,AI563733,M,AOI100089,122
CI24104,1,SI2453,118,09-08-2005,AI564036,M,AOI100054,29
CI24105,1,SI2453,46,08-08-2005,AI563729,M,AOI100111,29
CI24106,1,SI2476,705,18-06-2006,AI564037,M,AOI100201,32
CI24107,1,SI2468,1047,25-07-2006,AI563655,M,AOI100068,37
CI24108,1,SI2522,129,08-12-2006,AI564038,M,AOI100249,72
CI24109,1,SI2460,294,18-02-2002,AI563691,M,AOI100086,30
CI24110,1,SI2479,57,12-04-2006,AI563733,M,AOI100089,122
CI24111,1,SI2464,417,25-02-2005,AI564039,M,AOI100173,30
CI24112,1,SI2468,161,25-07-2006,AI564040,M,AOI100293,124
CI24113,1,SI2480,82,11-04-2006,AI563825,M,AOI100178,
CI24114,1,SI2468,462,25-07-2006,AI563655,M,AOI100068,109
CI24115,1,SI2468,2005,24-07-2006,AI563823,M,,74
CI24116,1,SI2468,135,24-07-2006,AI564041,M,AOI100151,29
CI24117,1,SI2457,3010,15-02-2006,AI563816,M,AOI100174,45
CI24118,1,SI2479,26,12-04-2006,AI563694,M,AOI100089,122
CI24119,1,SI2472,85,21-09-2004,AI564042,M,AOI100167,30
CI24120,1,SI2469,1332,17-05-2005,AI563655,M,AOI100068,29
CI24121,1,SI2469,2653,20-05-2005,AI564043,M,AOI100294,66
CI24122,1,SI2472,138,20-09-2004,AI563691,M,AOI100086,82
CI24123,1,SI2478,117,03-05-2006,AI564044,M,AOI100295,
CI24124,1,SI2478,239,03-05-2006,AI564045,M,AOI100080,60
CI24125,1,SI2479,73,10-04-2006,AI564046,M,AOI100296,122
CI24126,1,SI2478,503,02-05-2006,AI564047,M,AOI100063,52
CI24127,1,SI2478,28,02-05-2006,AI564048,F,AOI100297,
CI24128,1,SI2478,51,02-05-2006,AI564049,M,AOI100263,132
CI24129,1,SI2478,100,02-05-2006,AI564050,M,AOI100201,
CI24130,1,SI2478,134,03-05-2006,AI564051,M,AOI100155,
CI24131,1,SI2478,75,02-05-2006,AI564052,M,AOI100083,132
CI24132,1,SI2474,25,07-10-2005,AI563822,M,AOI100174,
CI24133,1,SI2477,409,13-06-2006,AI564053,M,AOI100298,77
CI24134,1,SI2463,192,04-08-2003,AI564054,M,AOI100299,118
CI24135,1,SI2463,960,04-08-2003,AI564055,M,AOI100148,45
CI24136,1,SI2480,60,10-04-2006,AI564007,M,AOI100281,
CI24137,1,SI2480,30,11-04-2006,AI564013,F,AOI100141,
CI24138,1,SI2463,4078,05-08-2003,AI564056,M,AOI100204,29
CI24139,1,SI2457,921,06-02-2006,AI563732,M,AOI100085,30
CI24140,1,SI2479,27,12-04-2006,AI563694,M,AOI100089,122
CI24141,1,SI2460,773,11-02-2002,AI563732,M,AOI100085,31
CI24142,1,SI2525,268,08-12-2006,AI563830,M,AOI100047,77
CI24143,1,SI2523,668,08-12-2006,AI564057,M,AOI100141,117
CI24144,1,SI2523,66,08-12-2006,AI563724,M,AOI100098,
CI24145,1,SI2467,134,06-07-2006,AI564058,F,AOI100300,80
CI24146,1,SI2525,472,08-12-2006,AI564059,M,AOI100301,66
CI24147,1,SI2525,592,08-12-2006,AI564060,M,AOI100302,46
CI24148,1,SI2525,385,08-12-2006,AI563826,M,AOI100179,77
CI24149,1,SI2480,178,10-04-2006,AI563904,M,AOI100219,
CI24150,1,SI2462,3369,24-01-2005,AI564061,M,AOI100169,74
CI24151,1,SI2479,78,10-04-2006,AI563733,M,AOI100089,122
CI24152,1,SI2451,396,18-11-2005,AI564062,M,AOI100066,67
CI24153,1,SI2451,230,18-11-2005,AI564063,M,AOI100066,36
CI24154,1,SI2449,32,21-06-2004,AI564064,M,AOI100303,
CI24155,1,SI2457,53,06-02-2006,AI563878,M,AOI100112,29
CI24156,1,SI2462,193,24-01-2005,AI563781,M,AOI100147,45
CI24157,1,SI2462,1359,27-01-2005,AI564065,M,AOI100304,74
CI24158,1,SI2462,179,28-01-2005,AI564066,M,AOI100172,49
CI24159,1,SI2450,86,07-09-2004,AI564067,M,AOI100155,29
CI24160,1,SI2448,362,03-10-2006,AI564068,F,AOI100305,100
CI24161,1,SI2477,173,13-06-2006,AI564069,M,AOI100306,77
CI24162,1,SI2449,50,23-06-2004,AI564070,M,AOI100130,
CI24163,1,SI2449,24,21-06-2004,AI564071,M,AOI100307,
CI24164,1,SI2449,162,22-06-2004,AI564072,F,AOI100308,78
CI24165,1,SI2449,98,22-06-2004,AI564073,M,AOI100257,31
CI24166,1,SI2480,124,10-04-2006,AI564074,M,AOI100309,
CI24167,1,SI2449,146,21-06-2004,AI564075,M,AOI100240,59
CI24168,1,SI2449,42,21-06-2004,AI564076,M,AOI100263,78
CI24169,1,SI2477,133,12-06-2006,AI563876,M,AOI100089,77
CI24170,1,SI2521,114,08-12-2006,AI564077,M,AOI100297,30
CI24171,1,SI2477,104,13-06-2006,AI564078,M,AOI100310,
CI24172,1,SI2467,44,07-07-2006,AI564079,M,AOI100161,
CI24173,1,SI2467,431,07-07-2006,AI564080,F,AOI100311,49
CI24174,1,SI2467,180,07-07-2006,AI564081,M,AOI100312,41
CI24175,1,SI2467,1310,07-07-2006,AI564082,F,AOI100138,49
CI24176,1,SI2467,91,08-07-2006,AI564083,M,AOI100313,
CI24177,1,SI2467,975,08-07-2006,AI563907,M,AOI100221,49
CI24178,1,SI2467,31,08-07-2006,AI564084,M,AOI100138,
CI24179,1,SI2479,49,11-04-2006,AI563694,M,AOI100089,122
CI24180,1,SI2467,351,08-07-2006,AI564085,M,AOI100314,39
CI24181,1,SI2467,56,08-07-2006,AI563723,M,AOI100107,
CI24182,1,SI2468,228,04-08-2006,AI564086,M,AOI100315,28
CI24183,1,SI2471,9,11-06-2005,AI563707,M,AOI100083,
CI24184,1,SI2463,1036,08-08-2003,AI564087,M,AOI100142,29
CI24185,1,SI2471,9,11-06-2005,AI563707,M,AOI100083,
CI24186,1,SI2471,32,11-06-2005,AI563707,M,AOI100083,
CI24187,1,SI2463,2836,07-08-2003,AI564088,M,AOI100316,46
CI24188,1,SI2463,2337,08-08-2003,AI564089,M,AOI100317,47
CI24189,1,SI2476,194,17-06-2006,AI564090,M,AOI100267,78
CI24190,1,SI2476,137,17-06-2006,AI564091,M,AOI100318,29
CI24191,1,SI2476,146,17-06-2006,AI564092,F,AOI100202,32
CI24192,1,SI2477,105,13-06-2006,AI564093,M,AOI100222,77
CI24193,1,SI2476,311,17-06-2006,AI564094,M,AOI100085,45
CI24194,1,SI2468,225,26-07-2006,AI563701,M,AOI100094,50
CI24195,1,SI2476,209,17-06-2006,AI564095,M,AOI100091,32
CI24196,1,SI2472,285,23-09-2004,AI563816,M,AOI100174,45
CI24197,1,SI2471,47,11-06-2005,AI564096,F,AOI100239,
CI24198,1,SI2471,88,11-06-2005,AI564097,M,AOI100319,
CI24199,1,SI2471,164,11-06-2005,AI564098,M,AOI100263,
CI24200,1,SI2471,52,11-06-2005,AI564099,M,AOI100307,31
CI24201,1,SI2471,36,11-06-2005,AI564100,M,AOI100320,
CI24202,1,SI2471,16,11-06-2005,AI564101,M,AOI100155,
CI24203,1,SI2460,335,11-02-2002,AI564102,M,AOI100321,33
CI24204,1,SI2471,144,11-06-2005,AI564103,M,AOI100155,46
CI24205,1,SI2471,1398,11-06-2005,AI564104,M,AOI100322,140
CI24206,1,SI2472,2736,23-09-2004,AI564105,M,AOI100204,52
CI24207,1,SI2458,440,10-10-2005,AI563940,M,AOI100054,50
CI24208,1,SI2458,149,10-10-2005,AI564106,M,AOI100108,30
CI24209,1,SI2458,194,10-10-2005,AI564107,M,AOI100204,41
CI24210,1,SI2458,135,10-10-2005,AI564056,M,AOI100204,120
CI24211,1,SI2458,43,10-10-2005,AI563822,M,AOI100174,
CI24212,1,SI2458,81,10-12-2005,AI563732,M,AOI100085,29
CI24213,1,SI2458,239,10-10-2005,AI563787,M,AOI100152,30
CI24214,1,SI2458,1247,10-12-2005,AI564108,F,AOI100230,30
CI24215,1,SI2474,70,07-10-2005,AI563822,M,AOI100174,
CI24216,1,SI2468,150,26-07-2006,AI564109,M,AOI100323,29
CI24217,1,SI2452,107,05-10-2005,AI564110,M,AOI100324,
CI24218,1,SI2452,75,05-10-2005,AI564111,M,AOI100185,
CI24219,1,SI2455,83,09-10-2004,AI563986,M,AOI100266,46
CI24220,1,SI2457,965,14-02-2006,AI564112,M,AOI100325,135
CI24221,1,SI2452,121,04-10-2005,AI564113,M,AOI100326,
CI24222,1,SI2452,249,04-10-2005,AI563735,M,AOI100115,
CI24223,1,SI2452,50,04-10-2005,AI564114,F,AOI100141,
CI24224,1,SI2466,994,16-03-2005,AI564115,M,AOI100321,111
CI24225,1,SI2452,5080,04-10-2005,AI564116,F,AOI100327,36
CI24226,1,SI2452,69,05-10-2005,AI564013,F,AOI100141,
CI24227,1,SI2480,37,11-04-2006,AI563576,M,AOI100001,53
CI24228,1,SI2472,1746,13-09-2004,AI563732,M,AOI100085,30
CI24229,1,SI2464,197,25-02-2005,AI564117,M,AOI100128,29
CI24230,1,SI2472,5255,13-09-2004,AI564118,M,AOI100328,78
CI24231,1,SI2472,310,13-09-2004,AI563924,M,AOI100233,33
CI24232,1,SI2478,52,03-05-2006,AI564119,M,AOI100329,
CI24233,1,SI2464,181,24-02-2005,AI564120,M,AOI100330,
CI24234,1,SI2466,101,17-03-2005,AI564121,M,AOI100089,31
CI24235,1,SI2464,379,24-02-2005,AI563765,M,AOI100137,45
CI24236,1,SI2466,50,17-03-2005,AI563726,M,AOI100109,31
CI24237,1,SI2460,215,18-02-2002,AI564122,M,AOI100086,45
CI24238,1,SI2480,133,11-04-2006,AI563722,M,AOI100001,53
CI24239,1,SI2468,738,02-08-2006,AI563865,M,AOI100153,47
CI24240,1,SI2468,136,01-08-2006,AI564123,M,AOI100331,30
CI24241,1,SI2448,184,04-10-2006,AI564124,F,AOI100158,33
CI24242,1,SI2448,75,03-10-2006,AI564125,M,AOI100332,
CI24243,1,SI2448,82,03-10-2006,AI564126,M,AOI100242,41
CI24244,1,SI2468,97,01-08-2006,AI563924,M,AOI100233,31
CI24245,1,SI2448,185,03-10-2006,AI564127,M,AOI100242,31
CI24246,1,SI2448,322,03-10-2006,AI563790,F,AOI100154,114
CI24247,1,SI2454,82,28-10-2005,AI563765,M,AOI100137,47
CI24248,1,SI2448,662,04-10-2006,AI564128,M,AOI100333,23
CI24249,1,SI2462,319,31-01-2005,AI564129,M,AOI100112,32
CI24250,1,SI2457,207,13-02-2006,AI564129,M,AOI100112,29
CI24251,1,SI2457,527,14-02-2006,AI564130,M,AOI100085,30
CI24252,1,SI2482,1201,01-07-2005,AI563724,M,AOI100098,30
CI24253,1,SI2482,182,01-07-2005,AI563594,M,AOI100019,53
CI24254,1,SI2482,1135,05-07-2005,AI564131,M,AOI100334,48
CI24255,1,SI2482,239,04-07-2005,AI563639,M,AOI100002,48
CI24256,1,SI2482,277,05-07-2005,AI563642,M,AOI100056,48
CI24257,1,SI2482,343,28-06-2005,AI564132,M,AOI100335,46
