Offered_By,Category,Rating,Reviews,Size,Price,Content_Rating,Last_Updated_On,Release_Version,OS_Version_Required,Downloads
ps_id-33224,Shopping,4.51,180,8.1M,Free,Everyone,Mar 31 2020,2.4.6,4.4 and up,"10,000+"
ps_id-10320,Game Trivia,4.55,20,2.7M,Free,Everyone,Nov 22 2019,7,4.1 and up,100+
ps_id-27158,Libraries And Demo,4.4,58,15M,Free,Everyone,Aug 10 2019,1.0,4.0.3 and up,"10,000+"
ps_id-7365,Education,4.14,2821,5.2M,Free,Everyone,Feb 20 2020,1.22,4.2 and up,"100,000+"
ps_id-19345,Books And Reference,4.72,42181,11M,Free,Everyone,Nov 28 2019,2.8.75,4.1 and up,"1,000,000+"
ps_id-28420,Music And Audio,4.83,593,86M,Free,Everyone,Mar 31 2020,3,4.1 and up,"100,000+"
ps_id-13531,Communication,4.41,46333,Varies with device,Free,Everyone,Mar 21 2020,Varies with device,5.0 and up,"5,000,000+"
ps_id-12526,Maps And Navigation,4.5,101,2.4M,Free,Everyone,Dec 19 2019,1.0.5,2.3 and up,"10,000+"
ps_id-4947,Medical,3.47,339,49M,Free,Everyone,Apr 28 2020,4.1.0,5.0 and up,"100,000+"
ps_id-31749,Sports,4.3,760,22M,Free,Everyone,Oct 09 2019,2.0.0,5.0 and up,"100,000+"
ps_id-7050,Game Arcade,4.42,257957,17M,Free,Teen,Mar 16 2016,2.1.3,2.3.3 and up,"5,000,000+"
ps_id-34875,Productivity,4.0,36,15M,Free,Everyone,Apr 29 2020,1.2.5,4.1 and up,"1,000+"
ps_id-34293,Finance,4.38,12635,9.6M,Free,Everyone,Dec 31 2019,3.11.0,4.0 and up,"500,000+"
ps_id-29360,Dating,2.45,22,32M,Free,Mature 17+,Oct 16 2019,1.0.0,4.2 and up,"1,000+"
ps_id-6598,Family,4.2,636,4.0M,Free,Everyone,Jul 26 2019,1.21,4.0.3 and up,"100,000+"
ps_id-4504,News And Magazines,4.5,103074,Varies with device,Free,Mature 17+,Aug 06 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-5349,Lifestyle,4.6,17,19M,Free,Everyone,Aug 01 2019,2.1.1,4.4 and up,"1,000+"
ps_id-31110,Game Sports,4.27,691369,41M,Free,Everyone,May 03 2020,2.7,4.1 and up,"10,000,000+"
ps_id-3564,Family,4.5,19,5.4M,Free,Everyone,Aug 07 2019,1.6.7.1,4.1 and up,"5,000+"
ps_id-34983,Tools,4.75,16,5.7M,Free,Everyone,Apr 23 2020,1.1,4.1 and up,"1,000+"
ps_id-27727,Lifestyle,4.12,10194,18M,Free,Everyone,May 05 2020,4.055,4.1 and up,"100,000+"
ps_id-5260,Education,4.59,1921,25M,Free,Everyone,May 02 2020,6.4,4.1 and up,"100,000+"
ps_id-32298,Social,4.6,70616,Varies with device,Free,Teen,Aug 31 2019,Varies with device,Varies with device,"5,000,000+"
ps_id-15188,Education,4.44,1252,Varies with device,Free,Everyone,Aug 15 2019,Varies with device,Varies with device,"100,000+"
ps_id-4707,Entertainment,4.53,1146,18M,Free,Everyone,Dec 11 2019,1.0.06,4.0.3 and up,"100,000+"
ps_id-28650,Productivity,4.2,322275,Varies with device,Free,Everyone,Nov 09 2019,Varies with device,4.4 and up,"1,000,000,000+"
ps_id-30330,Game Arcade,4.47,4086667,94M,Free,Everyone,Apr 22 2020,4.1.0,4.1 and up,"100,000,000+"
ps_id-20805,Game,4.5,168717,56M,Free,Mature 17+,Sep 07 2019,1.3.205,2.3 and up,"10,000,000+"
ps_id-25096,Education,4.54,16325,2.0M,Free,Everyone,Nov 14 2019,1,2.3.3 and up,"1,000,000+"
ps_id-35032,Productivity,4.08,37,2.5M,Free,Everyone,Jul 07 2019,1.3.2,4.0 and up,"10,000+"
ps_id-25485,Entertainment,4.32,2802,15M,Free,Everyone,Apr 21 2020,2.0.29.1,4.0 and up,"100,000+"
ps_id-25450,Medical,4.86,125183,4.2M,Free,Everyone,Mar 21 2020,1.2.5,4.1 and up,"1,000,000+"
ps_id-4799,Game Sports,4.63,327048,46M,Free,Everyone,Mar 25 2020,2.1.13,4.1 and up,"10,000,000+"
ps_id-10847,Tools,4.63,36832,4.6M,Free,Everyone,Apr 07 2020,1.6.7,4.4 and up,"1,000,000+"
ps_id-36671,Finance,4.36,218406,61M,Free,Everyone,May 06 2020,2.0.4,4.4 and up,"10,000,000+"
ps_id-14759,Entertainment,2.99,78,3.4M,Free,Everyone,Jan 25 2020,10.0.3,5.0 and up,"1,000,000+"
ps_id-21921,Social,3.89,2912,8.8M,Free,Everyone,Apr 19 2020,3.1.1,4.4 and up,"500,000+"
ps_id-32457,Social,4.2,83488,Varies with device,Free,Everyone,Aug 28 2019,Varies with device,Varies with device,"5,000,000+"
ps_id-25637,Photography,3.94,295,14M,Free,Everyone,Nov 16 2019,1.0.7,4.1 and up,"10,000+"
ps_id-28566,Communication,4.4,27540,3.7M,Free,Everyone,Feb 09 2019,1.26.001,4.0 and up,"1,000,000+"
ps_id-34305,Game Racing,4.22,12135,96M,Free,Everyone,May 01 2020,1.13.2,4.2 and up,"5,000,000+"
ps_id-25602,Photography,4.2,1028637,Varies with device,Free,Everyone,Jan 25 2019,Varies with device,Varies with device,"100,000,000+"
ps_id-22858,Education,3.33,3,30M,Free,Everyone,Apr 24 2020,1.3.0,4.1 and up,100+
ps_id-11342,Game Arcade,4.46,70971,51M,Free,Everyone,Apr 14 2019,1.4.2,4.0.3 and up,"10,000,000+"
ps_id-31667,Entertainment,4.61,111,2.5M,Free,Everyone,Aug 05 2018,2,2.3 and up,"5,000+"
ps_id-11005,Game Puzzle,4.37,40322,85M,Free,Everyone,Apr 16 2020,1.3.7,4.4 and up,"1,000,000+"
ps_id-24825,Books And Reference,4.57,1039,5.6M,Free,Everyone,Mar 17 2020,2.8.0.6.cu,4.1 and up,"100,000+"
ps_id-9588,News And Magazines,4.5,27,7.1M,Free,Everyone,Jun 10 2019,7.5.0,4.1 and up,500+
ps_id-18067,Education,3.83,29,4.9M,Free,Everyone,Apr 28 2020,1,4.1 and up,"10,000+"
ps_id-28725,Books And Reference,4.49,230,2.0M,Free,Everyone,Jun 12 2015,1,2.1 and up,"50,000+"
ps_id-32746,Game Arcade,3.67,3,9.2M,Free,Everyone,Mar 11 2019,1.1,3.0 and up,10+
ps_id-36237,Game Board,1.92,1100,28M,Free,Everyone,May 06 2020,1.1.0,4.1 and up,"10,000+"
ps_id-15069,Game Card,3.77,1645,3.9M,Free,Everyone,Dec 15 2019,1.31,2.3.3 and up,"100,000+"
ps_id-3606,Personalization,4.68,1207,18M,Free,Mature 17+,Apr 03 2020,1.5.0,4.1 and up,"100,000+"
ps_id-16979,Travel And Local,3.3,256,17M,Free,Everyone,Sep 05 2019,1.1.2,5.0 and up,"100,000+"
ps_id-3795,Game,3.8,469,80M,Free,Everyone,Jun 23 2018,1.4,4.0 and up,"10,000+"
ps_id-2584,Video Players,3.3,381023,53M,Free,Everyone,Aug 30 2019,2.7.8,4.0 and up,"10,000,000+"
ps_id-35324,Maps And Navigation,4.6,7232629,Varies with device,Free,Everyone,Sep 02 2019,Varies with device,Varies with device,"100,000,000+"
ps_id-36126,News And Magazines,5.0,10,4.1M,Free,Everyone,Apr 16 2020,1.1.1,4.0.3 and up,"1,000+"
ps_id-9895,Books And Reference,4.24,33,4.0M,Free,Everyone,May 10 2019,4.1,4.0.3 and up,"1,000+"
ps_id-20448,Business,4.0,55,5.7M,297.5742,Everyone,Sep 07 2018,1.25,2.1 and up,"1,000+"
ps_id-17110,Lifestyle,4.2,134,1.8M,2833.2942000000003,Everyone,Aug 22 2018,1.0,4.0.3 and up,"1,000+"
ps_id-8978,Books And Reference,4.45,251667,Varies with device,Free,Everyone,Mar 21 2020,3.2.29-1,1.5 and up,"10,000,000+"
ps_id-9748,Family,4.1,23609,31M,Free,Teen,May 18 2019,1.26,4.0 and up,"1,000,000+"
ps_id-13547,Finance,3.5,100,11M,Free,Everyone,Jul 18 2018,3.0.830,4.0 and up,"10,000+"
ps_id-13544,Education,4.46,118,3.4M,Free,Everyone,Apr 01 2020,3.1b,4.4 and up,"50,000+"
ps_id-4454,Parenting,4.6,62386,3.4M,Free,Everyone,Jul 17 2019,2.7,4.0 and up,"1,000,000+"
ps_id-5168,Food And Drink,3.31,16,28M,Free,Everyone,Apr 15 2020,Varies with device,Varies with device,"5,000+"
ps_id-31132,Shopping,4.6,284725,20M,Free,Everyone,Sep 04 2019,7.2.1,4.1 and up,"10,000,000+"
ps_id-7719,Sports,4.35,39495,Varies with device,Free,Everyone,Dec 27 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-13706,Tools,3.97,105275,6.1M,Free,Everyone,Mar 24 2020,1.4.4,4.1 and up,"10,000,000+"
ps_id-12622,Finance,4.7,7514,14M,Free,Everyone,Sep 04 2019,1.9.9.9.3,4.4 and up,"100,000+"
ps_id-1592,Game Puzzle,4.12,16,24M,Free,Everyone,Aug 01 2019,3.19.7zg,4.0.3 and up,"1,000+"
ps_id-25846,Travel And Local,3.54,7855,31M,Free,Everyone,May 05 2020,4.2.0.8297,4.2 and up,"1,000,000+"
ps_id-27599,Game,4.3,285814,84M,Free,Teen,Jul 31 2019,3.5,4.0 and up,"10,000,000+"
ps_id-3377,Game Casual,4.58,4344742,58M,Free,Everyone,May 02 2020,2.27.1,4.1 and up,"100,000,000+"
ps_id-6275,Video Players,4.0,46,3.1M,Free,Everyone,May 24 2016,1.0.6,3.0 and up,"5,000+"
ps_id-36634,Personalization,4.4,47393,7.2M,Free,Everyone,Jun 28 2019,1.8.0.24_180511,5.0 and up,"10,000,000+"
ps_id-29338,Lifestyle,4.55,33278,19M,Free,Everyone,Apr 29 2020,2.2,4.1 and up,"1,000,000+"
ps_id-22321,Business,1.0,1,33M,Free,Everyone,May 31 2018,43.0.0.5,4.1 and up,100+
ps_id-6399,Game Puzzle,4.35,140716,91M,Free,Everyone,Apr 25 2020,1.2.7,4.1 and up,"10,000,000+"
ps_id-11671,Business,4.33,176,2.8M,Free,Everyone,Jul 12 2019,11,4.0.3 and up,"50,000+"
ps_id-27127,Video Players,4.74,975119,99M,Free,Everyone,Apr 11 2020,5.0.5.4019-a8a5b21f5,5.0 and up,"50,000,000+"
ps_id-23086,Family,4.1,148295,26M,Free,Everyone,Apr 09 2019,1.6,4.1 and up,"10,000,000+"
ps_id-16086,Social,4.25,12,2.5M,Free,Teen,Nov 20 2019,2.0.0,4.0.3 and up,"1,000+"
ps_id-26508,Education,4.36,1158,25M,Free,Everyone,May 06 2020,2.0.13,4.1 and up,"50,000+"
ps_id-18908,Education,3.8,2469,11M,Free,Everyone,Apr 27 2019,Varies with device,Varies with device,"500,000+"
ps_id-31114,Personalization,4.52,5204,14M,Free,Everyone,Apr 14 2020,2.0.3,4.0.3 and up,"100,000+"
ps_id-2179,Game Educational,4.62,2947,54M,Free,Everyone,Apr 14 2020,1.1.0.8,4.4 and up,"500,000+"
ps_id-21071,Comics,3.73,287,2.9M,Free,Teen,May 07 2020,1.1.6,4.3 and up,"10,000+"
ps_id-23000,Medical,4.7,156410,14M,Free,Everyone,Sep 07 2019,5.9.6,4.1 and up,"5,000,000+"
ps_id-30330,Game,4.5,3778921,75M,Free,Everyone,Aug 30 2019,3.8.5.go,4.1 and up,"100,000,000+"
ps_id-35047,Game Puzzle,4.07,6916,37M,Free,Everyone,Jan 01 2020,3.3,4.1 and up,"100,000+"
ps_id-1926,Books And Reference,4.63,232,4.4M,Free,Everyone,Feb 11 2020,4,4.0.3 and up,"100,000+"
ps_id-10240,Game Card,4.13,38539,54M,Free,Teen,Apr 30 2020,1.7.2,4.4 and up,"1,000,000+"
ps_id-18916,Art And Design,4.7,121,3.1M,Free,Everyone,Aug 07 2019,2.8,4.0.3 and up,"10,000+"
ps_id-3435,Personalization,4.7,18858,15M,Free,Everyone,Apr 05 2020,3.4,4.0 and up,"1,000,000+"
ps_id-414,Game Word,4.41,2391,41M,Free,Everyone,May 05 2017,1.0.1,2.3.3 and up,"100,000+"
ps_id-2444,Auto And Vehicles,4.45,483,26M,Free,Everyone,Dec 07 2019,3.0.6,4.0.3 and up,"10,000+"
ps_id-35069,Video Players,3.81,6894,2.1M,Free,Everyone,Jan 13 2020,4.2,4.4 and up,"1,000,000+"
ps_id-5482,Books And Reference,4.58,61955,8.0M,Free,Everyone,Feb 25 2020,4.2.1,2.3 and up,"1,000,000+"
ps_id-3812,Lifestyle,4.61,172,39M,Free,Everyone,Feb 06 2020,3.1,4.1 and up,"10,000+"
ps_id-24465,Books And Reference,4.44,118,67M,222.9942,Everyone,Dec 17 2019,3.0.1,4.1 and up,500+
ps_id-14799,Music And Audio,4.6,116,15M,Free,Everyone,Jan 03 2019,1,4.0 and up,"10,000+"
ps_id-8929,Game Puzzle,4.85,74875,71M,Free,Everyone,May 01 2020,1.32.0,4.4 and up,"1,000,000+"
ps_id-18118,Communication,5.0,1,26M,Free,Everyone,Dec 28 2019,1.2.4,4.1 and up,10+
ps_id-10661,Productivity,3.41,1966,46M,Free,Everyone,Apr 18 2020,3.4.0,4.0 and up,"100,000+"
ps_id-35590,Business,4.49,21671,Varies with device,Free,Everyone,Apr 30 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-22591,Education,4.45,1256,18M,Free,Everyone,Nov 16 2019,2.4,4.0.3 and up,"100,000+"
ps_id-13236,Finance,4.8,12,2.7M,Free,Everyone,Jul 18 2019,2.1,5.0 and up,"1,000+"
ps_id-16847,Productivity,4.33,603,Varies with device,409.4442,Everyone,Apr 25 2020,Varies with device,Varies with device,"5,000+"
ps_id-27260,Music And Audio,4.25,3636,6.1M,Free,Teen,Dec 21 2017,1,4.1 and up,"100,000+"
ps_id-18468,Game,4.3,22333,9.7M,Free,Everyone 10+,Sep 11 2019,2.01,4.3 and up,"1,000,000+"
ps_id-30970,Business,4.68,580,12M,Free,Everyone,Apr 20 2020,2.4.4_startup,4.4 and up,"50,000+"
ps_id-18170,Social,4.3,99557,Varies with device,Free,Mature 17+,May 06 2020,Varies with device,Varies with device,"1,000,000+"
ps_id-18868,Game Educational,4.22,29751,Varies with device,Free,Everyone,Mar 31 2020,3.4,4.0.3 and up,"5,000,000+"
ps_id-1735,Education,4.82,1794,29M,Free,Everyone,Mar 23 2020,6.0.3,4.0.3 and up,"100,000+"
ps_id-33435,Finance,3.88,68,2.3M,Free,Everyone,Sep 29 2016,1.1,4.4 and up,"10,000+"
ps_id-23781,Sports,4.5,10,45M,Free,Everyone,Apr 18 2020,171.14.1,5.0 and up,"1,000+"
ps_id-10160,Tools,4.37,10540,Varies with device,Free,Everyone,Jun 15 2016,Varies with device,Varies with device,"1,000,000+"
ps_id-19544,Books And Reference,4.5,30785,4.1M,Free,Everyone,Mar 15 2020,2.74,4.1 and up,"1,000,000+"
ps_id-17156,Entertainment,3.78,160,1.2M,Free,Everyone,Apr 06 2018,1.2.4,2.3 and up,"50,000+"
ps_id-2736,Travel And Local,4.3,2235,25M,Free,Everyone,Mar 04 2020,3.3.0,5.0 and up,"100,000+"
ps_id-13355,Game Action,4.3,572020,61M,Free,Mature 17+,Nov 03 2019,2.6.0,4.0.3 and up,"10,000,000+"
ps_id-19349,Food And Drink,5.0,1,8.1M,Free,Everyone,Nov 08 2019,1.0.149,6.0 and up,100+
ps_id-17610,Books And Reference,4.53,17628,Varies with device,Free,Everyone,Apr 28 2020,Varies with device,Varies with device,"500,000+"
ps_id-10471,Family,5.0,3,4.0M,Free,Everyone,Sep 05 2019,1.0.5,4.4 and up,100+
ps_id-4815,Game Arcade,4.31,6066,34M,Free,Everyone,Feb 15 2020,12,4.1 and up,"1,000,000+"
ps_id-31818,Tools,4.37,51,8.9M,Free,Everyone,Feb 29 2020,2.3.0,4.1 and up,"1,000+"
ps_id-9196,Game Puzzle,4.46,377,Varies with device,Free,Everyone,Feb 09 2018,Varies with device,Varies with device,"10,000+"
ps_id-33688,Maps And Navigation,4.7,38375,49M,Free,Everyone,Aug 30 2019,3.0.2,4.1 and up,"1,000,000+"
ps_id-1635,Entertainment,4.39,44,66M,Free,Everyone,Dec 18 2019,2.2,4.2 and up,"10,000+"
ps_id-23224,Medical,3.69,823,35M,Free,Everyone,Apr 10 2020,1.7.0.221.44,5.0 and up,"100,000+"
ps_id-24751,Tools,4.4,393,4.6M,Free,Everyone,Mar 02 2020,2.5,4.1 and up,"100,000+"
ps_id-27256,Education,4.95,39,6.2M,Free,Everyone,Mar 13 2020,1.1.6,4.2 and up,500+
ps_id-32387,Tools,4.4,115479,551k,Free,Everyone,May 19 2016,1.0.70,1.6 and up,"10,000,000+"
ps_id-36500,Travel And Local,3.4,39,32M,190.9248,Everyone,Aug 24 2014,1.3.1,2.2 and up,"1,000+"
ps_id-36586,Shopping,4.5,44588,20M,Free,Everyone,Aug 16 2019,9.0.0,4.4 and up,"5,000,000+"
ps_id-21624,Dating,4.2,40035,6.5M,Free,Mature 17+,Aug 31 2019,1.31.3,4.0.3 and up,"1,000,000+"
ps_id-21611,Medical,4.4,716,9.9M,Free,Everyone 10+,Sep 10 2019,1.3,4.0.3 and up,"100,000+"
ps_id-31846,Lifestyle,3.75,54822,Varies with device,Free,Everyone,May 05 2020,Varies with device,Varies with device,"10,000,000+"
ps_id-30671,Photography,4.08,20152,9.1M,Free,Everyone,Mar 30 2020,2,5.0 and up,"1,000,000+"
ps_id-32649,Game Puzzle,4.33,3632,8.4M,148.4142,Everyone,Feb 15 2020,1.0.12,4.0.3 and up,"50,000+"
ps_id-29470,Entertainment,3.7,18523,Varies with device,Free,Teen,Aug 06 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-32761,Food And Drink,5.0,1,11M,Free,Everyone,Jun 20 2019,1.0.130,6.0 and up,100+
ps_id-21502,Family,5.0,22,3.6M,Free,Everyone,Dec 12 2018,2.0,4.4 and up,"1,000+"
ps_id-21335,Dating,3.7,76646,Varies with device,Free,Mature 17+,Aug 27 2019,Varies with device,Varies with device,"10,000,000+"
ps_id-216,Game Puzzle,4.68,943,2.7M,Free,Everyone,Feb 14 2020,1.0.8,4.4 and up,"100,000+"
ps_id-31598,Productivity,3.66,1730,Varies with device,Free,Everyone,Apr 16 2020,Varies with device,Varies with device,"500,000+"
ps_id-29780,Game,3.5,46801,60M,Free,Everyone,Sep 07 2019,3.4.6,4.1 and up,"1,000,000+"
ps_id-32105,Game Music,4.44,73455,Varies with device,Free,Everyone,Jan 26 2020,3.0.9,4.1 and up,"5,000,000+"
ps_id-20180,Tools,3.3,673,3.5M,Free,Everyone,Jan 16 2020,2.0.0,8.0 and up,"10,000+"
ps_id-5302,Entertainment,4.18,15483,23M,Free,Teen,Apr 25 2020,25.19.1,4.4 and up,"1,000,000+"
ps_id-19772,Education,4.37,295,3.2M,Free,Everyone,Apr 16 2020,1.4,4.0.3 and up,"50,000+"
ps_id-8095,Business,4.2,5,11M,Free,Everyone,Jul 18 2019,1,4.2 and up,500+
ps_id-9989,Books And Reference,4.92,351,46M,Free,Everyone,Apr 19 2020,5,4.3 and up,"10,000+"
ps_id-11151,Communication,3.67,3,2.1M,Free,Everyone,Mar 19 2020,7.1,4.0 and up,"1,000+"
ps_id-12930,Education,4.62,75718,29M,Free,Everyone,Apr 03 2020,4.2.319,4.4 and up,"1,000,000+"
ps_id-32872,Sports,4.4,133825,34M,Free,Everyone 10+,Aug 29 2019,6.17.2,4.4 and up,"10,000,000+"
ps_id-4644,Game Puzzle,4.35,484,5.1M,Free,Everyone,Apr 20 2020,1.2.06,4.0.3 and up,"100,000+"
ps_id-1559,Entertainment,4.49,758,77M,Free,Everyone,May 01 2020,1.3,2.3 and up,"50,000+"
ps_id-25374,Health And Fitness,3.6,542,1.7M,Free,Everyone,Apr 09 2018,1.7,2.3.3 and up,"50,000+"
ps_id-29230,Travel And Local,4.72,18,47M,Free,Everyone,Dec 06 2019,1.1,4.4 and up,"1,000+"
ps_id-6971,Education,4.26,561,3.1M,297.5742,Everyone,Oct 16 2019,1.0.1.2018090701,2.1 and up,"10,000+"
ps_id-3949,Game Educational,3.88,8,54M,Free,Everyone,Dec 28 2019,2.1,5.0 and up,100+
ps_id-14736,Tools,4.56,23999,4.2M,Free,Everyone,Mar 03 2020,1.2.1,4.1 and up,"100,000+"
ps_id-579,Lifestyle,4.59,39,594k,Free,Everyone,Dec 13 2019,8.0.0,4.4 and up,"10,000+"
ps_id-9175,Game,3.8,17,30M,Free,Everyone,Apr 17 2019,1.5,7.0 and up,"1,000+"
ps_id-25063,Music And Audio,4.32,171,5.5M,Free,Everyone,Apr 09 2020,1.1.1,4.1 and up,"50,000+"
ps_id-26882,Game Puzzle,4.49,651,68M,73.8342,Everyone,Oct 29 2019,1.13,4.1 and up,"100,000+"
ps_id-3208,Finance,3.17,2905,2.3M,Free,Everyone,Dec 24 2019,1.0.6,4.1 and up,"1,000,000+"
ps_id-1972,Books And Reference,4.57,888,1.5M,Free,Everyone,Aug 18 2014,1,1.6 and up,"100,000+"
ps_id-13779,Game Simulation,4.29,57932,44M,Free,Everyone,Apr 24 2020,1.2.8,4.1 and up,"1,000,000+"
ps_id-30838,Game Action,4.02,687,41M,Free,Everyone,Aug 21 2019,1.1.1,4.4 and up,"100,000+"
ps_id-35865,Business,3.72,279,7.7M,Free,Everyone,Dec 24 2019,1.2.4.2018111501,4.4 and up,"50,000+"
ps_id-1081,Education,4.66,4268,18M,Free,Everyone,Apr 27 2020,1.7,4.0 and up,"100,000+"
ps_id-23023,Food And Drink,4.65,2291,Varies with device,446.7342,Everyone,May 05 2020,Varies with device,Varies with device,"10,000+"
ps_id-24065,Education,4.51,47,9.3M,Free,Everyone,Feb 28 2020,3.2.4,4.1 and up,"1,000+"
ps_id-31876,Health And Fitness,4.76,62164,12M,Free,Everyone,Apr 15 2020,2018.01.01,3.2 and up,"1,000,000+"
ps_id-25634,Photography,4.3,68071,Varies with device,Free,Everyone,Jun 09 2019,Varies with device,Varies with device,"5,000,000+"
ps_id-19397,Lifestyle,5.0,3,8.6M,Free,Everyone,Jun 27 2018,1.0,4.1 and up,50+
ps_id-27612,Family,4.5,354454,71M,Free,Everyone,Aug 06 2019,6.4.0,4.1 and up,"10,000,000+"
ps_id-26485,Lifestyle,4.44,758,1.9M,Free,Everyone,Mar 04 2020,1.1,6.0 and up,"10,000+"
ps_id-22946,Dating,3.7,1439,38M,Free,Mature 17+,Sep 03 2019,1.1.46,4.2 and up,"50,000+"
ps_id-31669,Video Players,3.7,11549,Varies with device,Free,Teen,Aug 17 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-32283,Game Action,4.45,4985,29M,297.5742,Everyone 10+,Apr 14 2020,1.1.4,5.1 and up,"50,000+"
ps_id-24585,Travel And Local,4.57,71937,10M,Free,Everyone,May 01 2020,7.2.0,5.0 and up,"5,000,000+"
ps_id-487,Game,4.5,14200550,52M,Free,Everyone,Sep 04 2019,4.0.0,4.0.3 and up,"100,000,000+"
ps_id-31348,Music And Audio,4.73,1415,19M,Free,Everyone,Nov 24 2019,1.5,4.0.3 and up,"100,000+"
ps_id-25428,Game Educational,4.44,101967,50M,Free,Everyone,May 06 2020,1.0.68,4.1 and up,"5,000,000+"
ps_id-19870,Family,4.1,10758,8.0M,372.1542,Everyone 10+,Jan 18 2017,Varies with device,4.0.3 and up,"100,000+"
ps_id-16109,Sports,4.42,410,5.5M,Free,Everyone,Mar 05 2020,11.7,4.2 and up,"10,000+"
ps_id-18696,Productivity,4.21,77797,15M,Free,Everyone,Apr 24 2020,14.2.0,4.4 and up,"10,000,000+"
ps_id-11475,Entertainment,3.67,15,58M,Free,Everyone,Feb 02 2019,1,4.0.3 and up,"10,000+"
ps_id-21946,Game Strategy,3.0,4,22M,Free,Teen,Apr 09 2020,208,4.1 and up,500+
ps_id-21209,Maps And Navigation,4.18,3761,5.4M,Free,Everyone,Dec 07 2019,2,4.1 and up,"500,000+"
ps_id-2339,Finance,4.45,1779,23M,Free,Everyone,Mar 19 2020,2.2.0,4.1 and up,"500,000+"
ps_id-31863,Education,4.54,13395,27M,Free,Everyone,May 06 2020,3.4.4,4.0.3 and up,"100,000+"
ps_id-27025,Tools,4.13,335,6.2M,Free,Everyone,May 02 2018,1.8,3.0 and up,"100,000+"
ps_id-32357,Weather,3.62,50,16M,Free,Everyone,Dec 14 2018,1.1.0,4.4 and up,"10,000+"
ps_id-33190,Productivity,4.21,16374,9.0M,Free,Everyone,May 30 2017,4.0.7.3,4.1 and up,"1,000,000+"
ps_id-13577,Lifestyle,5.0,2,7.6M,Free,Everyone,Nov 11 2018,1,2.3 and up,500+
ps_id-15645,Personalization,4.64,212,3.2M,Free,Everyone,Jan 09 2020,1.1.1,4.0.3 and up,"10,000+"
ps_id-9331,Game Word,4.39,66785,1.0M,Free,Everyone,Nov 02 2016,2.3,2.3 and up,"1,000,000+"
ps_id-15453,Travel And Local,4.2,2129707,Varies with device,Free,Everyone,Sep 10 2019,Varies with device,Varies with device,"1,000,000,000+"
ps_id-26001,Photography,4.4,1163232,31M,Free,Everyone,Aug 24 2019,3.4.0,4.0.3 and up,"50,000,000+"
ps_id-27979,Communication,4.16,25,22M,Free,Teen,May 01 2020,47,4.0.3 and up,"1,000+"
ps_id-24407,Productivity,4.4,2352,Varies with device,Free,Everyone,May 06 2020,Varies with device,Varies with device,"500,000+"
ps_id-9206,Game Arcade,4.01,7713,5.0M,Free,Everyone,Mar 02 2020,2.2.1,Varies with device,"1,000,000+"
ps_id-17691,Tools,4.59,34,6.0M,222.9942,Everyone,May 03 2020,3.5.0,5.0 and up,100+
ps_id-25442,Entertainment,4.59,52029,54M,Free,Mature 17+,May 06 2020,2.7.9,4.2 and up,"5,000,000+"
ps_id-10458,Family,3.0,480,19M,Free,Everyone,Oct 05 2018,2.40,6.0 and up,"1,000,000+"
ps_id-33826,Video Players,4.09,11,2.7M,Free,Everyone,Nov 17 2015,1.4.1,4.0 and up,"1,000+"
ps_id-35106,Travel And Local,3.0,2750,39M,Free,Everyone,Feb 26 2019,10.7.8.111,4.2 and up,"5,000,000+"
ps_id-6834,Books And Reference,4.87,846959,11M,Free,Everyone,Apr 20 2019,2.8.4,2.3 and up,"10,000,000+"
ps_id-702,Lifestyle,4.79,43,4.5M,Free,Everyone,Mar 17 2020,1.3,4.0.3 and up,"10,000+"
ps_id-8673,Books And Reference,3.82,72,4.2M,Free,Everyone,May 10 2019,4.1,4.0.3 and up,"10,000+"
ps_id-10823,Game Casino,4.26,361529,Varies with device,Free,Teen,May 02 2020,4.8.34,4.1 and up,"10,000,000+"
ps_id-1183,Music And Audio,4.72,3509,56M,Free,Everyone,Oct 23 2019,3,2.3.3 and up,"500,000+"
ps_id-35985,Game,4.2,32849,1.5M,Free,Everyone,Nov 03 2016,2.2.13,2.3 and up,"1,000,000+"
ps_id-15899,Education,4.21,39,21M,Free,Everyone,Aug 02 2019,1,4.0.3 and up,"10,000+"
ps_id-2325,Weather,4.37,2233043,Varies with device,Free,Everyone,Apr 24 2020,Varies with device,Varies with device,"50,000,000+"
ps_id-33829,Entertainment,3.98,1442,5.2M,Free,Everyone,Jan 28 2020,9.1,4.0.3 and up,"100,000+"
ps_id-11019,Game Casual,4.42,9914,9.2M,Free,Everyone,Mar 10 2019,1.0.1,4.0.3 and up,"1,000,000+"
ps_id-12625,Productivity,4.6,1488396,Varies with device,Free,Everyone,Sep 07 2019,Varies with device,Varies with device,"100,000,000+"
ps_id-23638,Books And Reference,4.31,8125,32M,Free,Everyone,Mar 25 2020,1.3.3,4.1 and up,"500,000+"
ps_id-9594,Lifestyle,4.4,6904,Varies with device,Free,Everyone,May 05 2020,Varies with device,Varies with device,"100,000+"
ps_id-12238,Books And Reference,4.08,247,16M,Free,Everyone,Aug 26 2018,5.0.12,4.1 and up,"50,000+"
