Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2012-10-29,8.04,8.49,8.04,8.44,8.37604001723,178723.0,112.0,1496991.0,178723.0,100.0,0.45,0.4
2012-10-26,8.15,8.78,8.15,8.46,8.4566070265,147328.0,71.0,1245895.0,147328.0,100.0,0.63,0.31
2012-10-25,8.56,8.6,8.14,8.45,8.31482303635,56311.0,55.0,468216.0,56311.0,100.0,0.46,-0.11
2012-10-23,8.15,8.6,8.15,8.56,8.33602205665,87774.0,89.0,731686.0,87774.0,100.0,0.45,0.41
2012-10-22,8.64,8.64,8.31,8.57,8.56239297595,91685.0,47.0,785043.0,91685.0,100.0,0.33,-0.07
2012-10-19,8.12,8.79,8.04,8.52,8.48030383953,168510.0,94.0,1429016.0,168510.0,100.0,0.75,0.4
2012-10-18,8.2,8.58,8.11,8.44,8.34022049113,104494.0,76.0,871503.0,104494.0,100.0,0.47,0.24
2012-10-17,8.5,8.5,8.2,8.47,8.47562112337,86899.0,48.0,736523.0,86899.0,100.0,0.3,-0.03
2012-10-16,8.64,8.64,8.07,8.53,8.38581994057,46107.0,46.0,386645.0,46107.0,100.0,0.57,-0.11
2012-10-15,8.45,8.5,8.0,8.47,8.44397643638,133426.0,94.0,1126646.0,133426.0,100.0,0.5,0.02
2012-10-12,8.4,8.45,8.0,8.4,8.34603389726,129863.0,88.0,1083841.0,129863.0,100.0,0.45,0.0
2012-10-11,8.4,8.44,8.03,8.39,8.38620284629,73218.0,53.0,614021.0,73218.0,100.0,0.41,-0.01
2012-10-10,8.11,8.39,8.11,8.36,8.29153465846,49555.0,63.0,410887.0,49555.0,100.0,0.28,0.25
2012-10-09,8.4,8.48,8.11,8.45,8.40861256897,111465.0,77.0,937266.0,111465.0,100.0,0.37,0.05
2012-10-08,8.55,8.55,8.04,8.32,8.30445761716,262158.0,87.0,2177080.0,262158.0,100.0,0.51,-0.23
2012-10-05,8.4,8.6,8.05,8.46,8.34496104874,263021.0,128.0,2194900.0,263021.0,100.0,0.55,0.06
2012-10-04,8.25,8.48,8.07,8.47,8.35879187047,350426.0,110.0,2929138.0,350426.0,100.0,0.41,0.22
2012-10-03,8.59,8.59,8.2,8.48,8.3298586333,110705.0,40.0,922157.0,110705.0,100.0,0.39,-0.11
2012-10-01,8.3,8.58,8.16,8.55,8.48214766607,89120.0,76.0,755929.0,89120.0,100.0,0.42,0.25
2012-09-28,8.53,8.54,8.25,8.51,8.49093234132,43010.0,41.0,365195.0,43010.0,100.0,0.29,-0.02
2012-09-27,8.3,8.59,7.9,8.55,8.31395549564,121651.0,90.0,1011401.0,121651.0,100.0,0.69,0.25
2012-09-26,8.47,8.47,7.75,8.23,8.08171296296,77760.0,59.0,628434.0,77760.0,100.0,0.72,-0.24
2012-09-25,8.34,8.34,8.0,8.15,8.18244422704,52131.0,35.0,426559.0,52131.0,100.0,0.34,-0.19
2012-09-24,8.39,8.39,7.8,8.21,8.18051242674,88559.0,70.0,724458.0,88559.0,100.0,0.59,-0.18
2012-09-21,8.39,8.39,7.87,8.17,8.14784640951,228061.0,73.0,1858206.0,228061.0,100.0,0.52,-0.22
2012-09-20,8.0,8.6,7.9,8.27,8.18852848443,92612.0,53.0,758356.0,92612.0,100.0,0.7,0.27
2012-09-18,7.96,8.45,7.91,8.31,8.29664350116,120006.0,87.0,995647.0,120006.0,100.0,0.54,0.35
2012-09-17,8.35,8.35,7.95,8.32,8.30720257277,152987.0,84.0,1270894.0,152987.0,100.0,0.4,-0.03
2012-09-14,8.45,8.45,8.0,8.36,8.25018853695,95472.0,100.0,787662.0,95472.0,100.0,0.45,-0.09
2012-09-13,8.0,8.35,7.83,8.26,8.19120785318,152295.0,178.0,1247480.0,152295.0,100.0,0.52,0.26
2012-09-12,7.95,8.3,7.6,8.24,7.91398771613,79291.0,85.0,627508.0,79291.0,100.0,0.7,0.29
2012-09-11,7.8,8.04,7.4,7.99,7.93405410859,59473.0,127.0,471862.0,59473.0,100.0,0.64,0.19
2012-09-10,7.65,7.79,7.2,7.77,7.65991715762,121194.0,99.0,928336.0,121194.0,100.0,0.59,0.12
2012-09-08,7.4,7.53,6.87,7.49,7.41501798561,31136.0,27.0,230874.0,31136.0,100.0,0.66,0.09
2012-09-07,7.1,7.25,6.64,7.22,7.17174306795,150172.0,136.0,1076995.0,150172.0,100.0,0.61,0.12
2012-09-06,6.7,7.0,6.4,6.98,6.80531932262,134754.0,134.0,917044.0,134754.0,100.0,0.6,0.28
2012-09-05,6.6,6.79,6.16,6.73,6.36190107537,248007.0,164.0,1577796.0,248007.0,100.0,0.63,0.13
2012-09-04,6.15,6.5,5.94,6.48,6.41263009995,169389.0,120.0,1086229.0,169389.0,100.0,0.56,0.33
2012-09-03,6.29,6.45,5.88,6.25,6.22081071239,120832.0,105.0,751673.0,120832.0,100.0,0.57,-0.04
2012-08-31,6.43,6.45,5.89,6.18,6.18845973137,134087.0,129.0,829792.0,134087.0,100.0,0.56,-0.25
2012-08-30,6.15,6.3,5.74,6.19,5.94363068379,100835.0,59.0,599326.0,100835.0,100.0,0.56,0.04
2012-08-29,6.09,6.09,5.52,6.04,5.95096725666,127629.0,120.0,759516.0,127629.0,100.0,0.57,-0.05
2012-08-28,5.55,6.08,5.55,5.8,5.65129941422,412609.0,113.0,2331777.0,412609.0,100.0,0.53,0.25
2012-08-27,5.84,5.84,5.84,5.84,5.83998637602,29360.0,10.0,171462.0,29360.0,100.0,0.0,0.0
2012-08-24,6.14,6.14,6.14,6.14,6.14,500.0,1.0,3070.0,500.0,100.0,0.0,0.0
2012-08-23,6.59,6.6,6.31,6.46,6.45615443272,49834.0,36.0,321736.0,49834.0,100.0,0.29,-0.13
2012-08-22,6.61,6.84,6.55,6.64,6.66575029345,161870.0,72.0,1078985.0,161870.0,100.0,0.29,0.03
2012-08-21,7.3,7.3,6.62,6.89,6.7492856996,145947.0,110.0,985038.0,145947.0,100.0,0.68,-0.41
2012-08-17,6.69,7.8,6.21,6.96,6.84531719111,492621.0,250.0,3372147.0,319954.0,64.95,1.59,0.27
2012-08-16,6.6,6.6,6.21,6.5,6.42782388,490938.0,193.0,3155663.0,360229.0,73.38,0.39,-0.1
2012-08-14,6.65,6.65,6.2,6.36,6.3513145987,211053.0,182.0,1340464.0,144050.0,68.25,0.45,-0.29
2012-08-13,6.7,6.7,6.22,6.36,6.3205196462,388803.0,248.0,2457437.0,208616.0,53.66,0.48,-0.34
2012-08-10,6.75,6.75,6.05,6.35,6.27261717811,353415.0,182.0,2216837.0,240907.0,68.17,0.7,-0.4
2012-08-09,6.44,6.44,6.22,6.29,6.29917187999,360455.0,164.0,2270568.0,232852.0,64.6,0.22,-0.15
2012-08-08,6.4,6.4,6.18,6.33,6.31303498989,217177.0,122.0,1371046.0,184262.0,84.84,0.22,-0.07
2012-08-07,6.45,6.48,6.15,6.29,6.27519931466,144746.0,135.0,908310.0,89159.0,61.6,0.33,-0.16
2012-08-06,6.2,6.39,6.0,6.28,6.20718566736,217071.0,128.0,1347400.0,162648.0,74.93,0.39,0.08
2012-08-03,6.06,6.18,5.95,6.1,6.07144735112,517276.0,259.0,3140614.0,442986.0,85.64,0.23,0.04
2012-08-02,6.4,6.4,5.68,6.07,6.02237714813,368635.0,213.0,2220059.0,328322.0,89.06,0.72,-0.33
2012-08-01,6.09,6.09,5.65,5.87,5.88747302698,548233.0,294.0,3227707.0,473457.0,86.36,0.44,-0.22
2012-07-31,6.09,6.09,5.73,5.9,5.85225745272,434472.0,257.0,2542642.0,308824.0,71.08,0.36,-0.19
2012-07-30,6.45,6.45,5.53,5.89,5.75395469404,357613.0,234.0,2057689.0,274967.0,76.89,0.92,-0.56
2012-07-27,5.86,5.86,5.56,5.72,5.71541814295,434086.0,209.0,2480983.0,289963.0,66.8,0.3,-0.14
2012-07-26,5.65,5.91,5.56,5.75,5.72051631926,318795.0,222.0,1823672.0,202763.0,63.6,0.35,0.1
2012-07-25,5.43,6.1,5.36,5.77,5.61546912059,435112.0,285.0,2443358.0,273278.0,62.81,0.74,0.34
2012-07-24,5.37,5.64,5.3,5.6,5.55047389682,765673.0,394.0,4249848.0,493230.0,64.42,0.34,0.23
2012-07-23,5.45,5.75,5.3,5.61,5.51647971447,109832.0,114.0,605886.0,96303.0,87.68,0.45,0.16
2012-07-20,5.85,5.85,5.29,5.56,5.46784793907,277836.0,238.0,1519165.0,130841.0,47.09,0.56,-0.29
2012-07-19,5.4,5.99,4.95,5.56,5.3007147114,449692.0,303.0,2383689.0,259874.0,57.79,1.04,0.16
2012-07-18,5.01,5.37,5.0,5.28,5.26098972415,250393.0,147.0,1317315.0,200296.0,79.99,0.37,0.27
2012-07-17,5.49,5.49,5.08,5.29,5.28446996966,434777.0,324.0,2297566.0,297755.0,68.48,0.41,-0.2
2012-07-16,5.49,5.49,5.2,5.29,5.26172771505,261432.0,167.0,1375584.0,168095.0,64.3,0.29,-0.2
2012-07-13,5.35,5.39,5.12,5.26,5.27651614457,282262.0,218.0,1489360.0,185501.0,65.72,0.27,-0.09
2012-07-12,5.44,5.44,5.07,5.27,5.23896576103,188119.0,209.0,985549.0,164667.0,87.53,0.37,-0.17
2012-07-11,5.2,5.69,5.02,5.15,5.15401922035,347132.0,214.0,1789125.0,218240.0,62.87,0.67,-0.05
2012-07-10,5.5,5.5,5.16,5.25,5.25113487625,300253.0,140.0,1576669.0,184074.0,61.31,0.34,-0.25
2012-07-09,5.5,5.5,5.07,5.28,5.16421402928,343168.0,172.0,1772193.0,241688.0,70.43,0.43,-0.22
2012-07-06,6.15,6.15,4.96,5.07,5.15212800023,277937.0,194.0,1431967.0,222298.0,79.98,1.19,-1.08
2012-07-05,5.5,5.5,5.05,5.15,5.15178485501,259769.0,173.0,1338274.0,216302.0,83.27,0.45,-0.35
2012-07-04,5.18,5.3,4.95,5.07,5.05472153887,404868.0,169.0,2046495.0,291884.0,72.09,0.35,-0.11
2012-07-03,5.55,5.55,5.14,5.18,5.17507402808,209380.0,133.0,1083557.0,128252.0,61.25,0.41,-0.37
2012-07-02,5.16,5.31,4.98,5.23,5.11370177065,287014.0,235.0,1467704.0,170149.0,59.28,0.33,0.07
2012-06-29,5.23,5.24,5.07,5.19,5.16299913405,319879.0,240.0,1651535.0,187040.0,58.47,0.17,-0.04
2012-06-28,5.3,5.3,5.01,5.04,5.05890665978,294364.0,187.0,1489160.0,150665.0,51.18,0.29,-0.26
2012-06-27,5.26,5.26,5.0,5.17,5.13187927597,202147.0,146.0,1037394.0,139380.0,68.95,0.26,-0.09
2012-06-26,5.3,5.3,4.96,5.06,5.04870429905,153662.0,163.0,775794.0,84796.0,55.18,0.34,-0.24
2012-06-25,5.09,5.29,4.95,5.05,5.04956092479,341741.0,242.0,1725642.0,203815.0,59.64,0.34,-0.04
2012-06-22,5.45,5.45,4.95,5.1,5.03060122729,333418.0,145.0,1677293.0,169245.0,50.76,0.5,-0.35
2012-06-21,5.5,5.5,4.95,5.07,5.05927457084,372993.0,158.0,1887074.0,204604.0,54.85,0.55,-0.43
2012-06-20,5.35,5.35,4.54,5.0,5.02758774223,399779.0,183.0,2009924.0,191080.0,47.8,0.81,-0.35
2012-06-19,5.48,5.48,5.15,5.26,5.24413186396,252806.0,140.0,1325748.0,165793.0,65.58,0.33,-0.22
2012-06-18,5.77,5.77,5.18,5.34,5.31857420741,235967.0,130.0,1255008.0,85842.0,36.38,0.59,-0.43
2012-06-15,5.48,5.48,5.04,5.26,5.23942620124,220356.0,133.0,1154539.0,69245.0,31.42,0.44,-0.22
2012-06-14,5.55,5.55,4.86,5.27,5.19640224776,541338.0,159.0,2813010.0,246566.0,45.55,0.69,-0.28
2012-06-13,5.45,5.45,5.1,5.23,5.2399470418,340646.0,178.0,1784967.0,208223.0,61.13,0.35,-0.22
2012-06-12,5.25,5.49,4.76,5.22,5.12575593392,279621.0,219.0,1433269.0,205858.0,73.62,0.73,-0.03
2012-06-11,5.66,5.66,5.0,5.21,5.2361770224,471172.0,203.0,2467140.0,265030.0,56.25,0.66,-0.45
2012-06-08,5.4,5.8,4.9,5.27,5.2466894425,132304.0,292.0,694158.0,83232.0,62.91,0.9,-0.13
2012-06-07,5.3,5.84,5.21,5.39,5.39629657173,94129.0,67.0,507948.0,55013.0,58.44,0.63,0.09
2012-06-06,5.4,6.35,5.17,5.27,5.34692185518,200218.0,433.0,1070550.0,122617.0,61.24,1.18,-0.13
2012-06-05,6.0,6.5,4.84,5.38,5.26090600796,545227.0,704.0,2868388.0,275249.0,50.48,1.66,-0.62
2012-06-04,6.74,6.88,5.55,5.92,6.02178484943,521142.0,222.0,3138205.0,256501.0,49.22,1.33,-0.82
2012-06-01,6.48,6.73,5.26,6.29,6.32348994429,117744.0,131.0,744553.0,60122.0,51.06,1.47,-0.19
2012-05-31,7.38,7.38,5.66,6.41,6.47897828967,344168.0,131.0,2229857.0,181189.0,52.65,1.72,-0.97
2012-05-30,7.65,7.65,6.36,6.51,6.42421762531,334814.0,106.0,2150918.0,220490.0,65.85,1.29,-1.14
2012-05-29,7.84,7.84,6.35,6.45,6.50478344123,274175.0,155.0,1783449.0,183341.0,66.87,1.49,-1.39
2012-05-28,6.84,6.84,6.47,6.56,6.55388874906,119190.0,77.0,781158.0,98035.0,82.25,0.37,-0.28
2012-05-25,6.89,6.89,6.43,6.52,6.62520811834,145350.0,110.0,962974.0,101792.0,70.03,0.46,-0.37
2012-05-24,7.75,7.75,6.26,6.57,6.60002592619,223712.0,100.0,1476505.0,158909.0,71.03,1.49,-1.18
2012-05-23,7.85,7.85,6.25,6.6,6.59666119181,77932.0,87.0,514091.0,61901.0,79.43,1.6,-1.25
2012-05-22,7.1,7.1,6.46,6.61,6.67683764913,181890.0,109.0,1214450.0,114122.0,62.74,0.64,-0.49
2012-05-21,7.0,7.0,6.35,6.59,6.72070751418,268772.0,137.0,1806338.0,170457.0,63.42,0.65,-0.41
2012-05-18,7.04,7.04,6.75,6.91,6.82895570021,157924.0,58.0,1078456.0,86126.0,54.54,0.29,-0.13
2012-05-17,7.01,7.01,6.65,6.85,6.84061891917,372585.0,200.0,2548712.0,258035.0,69.26,0.36,-0.16
2012-05-16,7.28,7.28,6.55,6.93,6.91172605955,277783.0,125.0,1919960.0,166113.0,59.8,0.73,-0.35
2012-05-15,7.28,7.28,6.94,7.11,7.08357242227,265243.0,101.0,1878868.0,190300.0,71.75,0.34,-0.17
2012-05-14,7.39,7.39,6.55,7.16,7.0388625,240000.0,186.0,1689327.0,180665.0,75.28,0.84,-0.23
2012-05-11,7.28,7.28,6.98,7.17,7.09207739438,202547.0,143.0,1436479.0,109835.0,54.23,0.3,-0.11
2012-05-10,7.28,7.28,6.97,7.19,7.13322210969,288308.0,143.0,2056565.0,225503.0,78.22,0.31,-0.09
2012-05-09,7.48,7.48,6.95,7.25,7.21386923011,279208.0,113.0,2014170.0,153002.0,54.8,0.53,-0.23
2012-05-08,7.6,7.6,6.76,7.3,7.14941396188,155280.0,188.0,1110161.0,95788.0,61.69,0.84,-0.3
2012-05-07,7.24,7.48,7.0,7.19,7.22158367305,156257.0,136.0,1128423.0,82103.0,52.54,0.48,-0.05
2012-05-04,7.3,7.45,6.9,7.31,7.13725291845,247135.0,191.0,1763865.0,158640.0,64.19,0.55,0.01
2012-05-03,7.0,7.49,6.97,7.29,7.18143404231,416752.0,232.0,2992877.0,275771.0,66.17,0.52,0.29
2012-05-02,7.2,7.23,7.0,7.14,7.10175450909,142490.0,91.0,1011929.0,93646.0,65.72,0.23,-0.06
2012-04-30,6.9,7.14,6.68,7.0,6.88807441945,263157.0,218.0,1812645.0,190422.0,72.36,0.46,0.1
2012-04-28,7.34,7.34,6.62,6.72,6.72783904758,21671.0,30.0,145799.0,21050.0,97.13,0.72,-0.62
2012-04-27,6.55,6.86,6.45,6.73,6.64838212949,196122.0,146.0,1303894.0,107323.0,54.72,0.41,0.18
2012-04-26,6.9,6.9,6.27,6.66,6.60540522453,268962.0,149.0,1776603.0,179652.0,66.79,0.63,-0.24
2012-04-25,6.9,6.9,6.45,6.67,6.63551462441,324013.0,174.0,2149993.0,204860.0,63.23,0.45,-0.23
2012-04-24,6.7,6.7,6.4,6.6,6.52644523784,277290.0,178.0,1809718.0,169413.0,61.1,0.3,-0.1
2012-04-23,6.48,6.79,6.3,6.51,6.50660784786,161853.0,139.0,1053114.0,58561.0,36.18,0.49,0.03
2012-04-20,6.39,6.58,6.1,6.48,6.36576365725,234143.0,176.0,1490499.0,130507.0,55.74,0.48,0.09
2012-04-19,6.85,6.85,5.96,6.31,6.36041548746,392214.0,273.0,2494644.0,319469.0,81.45,0.89,-0.54
2012-04-18,6.75,7.09,6.35,6.6,6.72844104598,248609.0,253.0,1672751.0,229127.0,92.16,0.74,-0.15
2012-04-17,6.65,7.0,6.35,6.85,6.81049906325,241793.0,176.0,1646731.0,129332.0,53.49,0.65,0.2
2012-04-16,6.25,6.54,6.03,6.45,6.26814835971,385145.0,232.0,2414146.0,245043.0,63.62,0.51,0.2
2012-04-13,6.27,6.27,5.75,5.95,5.94338003433,100212.0,210.0,595598.0,85116.0,84.94,0.52,-0.32
2012-04-12,5.65,5.9,5.25,5.7,5.66351603729,245771.0,336.0,1391928.0,165239.0,67.23,0.65,0.05
2012-04-11,4.5,5.16,4.05,5.04,4.85980630376,347348.0,248.0,1688044.0,266663.0,76.77,1.11,0.54
2012-04-10,4.25,4.39,4.0,4.3,4.11680827484,94745.0,79.0,390047.0,79033.0,83.42,0.39,0.05
2012-04-09,4.55,4.55,3.75,4.03,3.98810522712,595892.0,166.0,2376480.0,353434.0,59.31,0.8,-0.52
2012-04-04,4.21,4.21,3.8,4.0,3.94219342439,210201.0,154.0,828653.0,170638.0,81.18,0.41,-0.21
2012-04-03,4.78,4.78,3.9,4.01,4.06711495599,264710.0,290.0,1076606.0,229345.0,86.64,0.88,-0.77
2012-04-02,4.88,4.88,4.1,4.21,4.26682451306,317186.0,239.0,1353377.0,194476.0,61.31,0.78,-0.67
2012-03-30,5.15,5.15,4.25,4.67,4.55620047965,329410.0,208.0,1500858.0,173165.0,52.57,0.9,-0.48
2012-03-29,4.9,5.2,4.21,4.45,4.49346391692,168985.0,218.0,759328.0,135153.0,79.98,0.99,-0.45
2012-03-28,5.98,5.98,4.7,4.82,5.19396828747,104249.0,139.0,541466.0,87638.0,84.07,1.28,-1.16
2012-03-27,5.89,5.89,5.0,5.16,5.64592107418,458025.0,175.0,2585973.0,251148.0,54.83,0.89,-0.73
2012-03-26,5.89,5.89,5.45,5.73,5.72547981686,183247.0,85.0,1049177.0,169789.0,92.66,0.44,-0.16
2012-03-23,6.97,6.97,5.4,5.66,5.563942089,382518.0,252.0,2128308.0,236464.0,61.82,1.57,-1.31
2012-03-22,5.98,5.99,5.65,5.81,5.91236166129,244870.0,114.0,1447760.0,194064.0,79.25,0.34,-0.17
2012-03-21,5.99,6.09,5.76,5.88,5.91507222449,287091.0,93.0,1698164.0,208445.0,72.61,0.33,-0.11
2012-03-20,6.6,6.6,5.79,5.89,5.87099237064,180749.0,65.0,1061176.0,138291.0,76.51,0.81,-0.71
2012-03-19,6.88,6.88,5.79,5.88,5.98238839968,107997.0,79.0,646080.0,89836.0,83.18,1.09,-1.0
2012-03-16,6.19,6.19,5.7,5.93,6.01140372112,231328.0,136.0,1390606.0,141897.0,61.34,0.49,-0.26
2012-03-15,6.0,6.15,5.6,5.95,5.8909987092,358693.0,186.0,2113060.0,268966.0,74.99,0.55,-0.05
2012-03-14,6.29,6.29,5.76,6.15,6.07975492419,246944.0,122.0,1501359.0,165614.0,67.07,0.53,-0.14
2012-03-13,5.98,5.98,5.77,5.94,5.93936847161,33316.0,49.0,197876.0,31305.0,93.96,0.21,-0.04
2012-03-12,6.39,6.39,5.8,5.86,6.14932790165,276894.0,108.0,1702712.0,223716.0,80.79,0.59,-0.53
2012-03-09,5.84,6.25,4.71,6.02,5.89548023283,413185.0,315.0,2435924.0,252573.0,61.13,1.54,0.18
2012-03-07,5.84,5.84,5.59,5.73,5.70906239429,162595.0,93.0,928265.0,132372.0,81.41,0.25,-0.11
2012-03-06,6.0,6.0,4.81,5.73,5.42024514977,283337.0,284.0,1535756.0,137317.0,48.46,1.19,-0.27
2012-03-05,5.89,6.06,5.75,5.97,5.9014503236,212918.0,125.0,1256525.0,151735.0,71.26,0.31,0.08
2012-03-03,5.77,6.0,5.38,5.7,5.6132471353,249503.0,214.0,1400522.0,145822.0,58.44,0.62,-0.07
2012-03-02,6.17,6.17,5.72,5.97,5.96514803841,224435.0,144.0,1338788.0,144514.0,64.39,0.45,-0.2
2012-03-01,5.8,6.1,5.65,6.05,5.96406523637,193573.0,163.0,1154482.0,116863.0,60.37,0.45,0.25
2012-02-29,6.15,6.15,5.51,5.98,5.91704744146,378614.0,221.0,2240277.0,279846.0,73.91,0.64,-0.17
2012-02-28,6.25,6.25,5.65,6.0,5.87029967806,187301.0,158.0,1099513.0,153419.0,81.91,0.6,-0.25
2012-02-27,6.01,6.01,5.43,5.9,5.75818345303,425951.0,392.0,2452704.0,289725.0,68.02,0.58,-0.11
2012-02-24,6.88,6.88,6.03,6.03,6.16907962992,234221.0,135.0,1444928.0,216090.0,92.26,0.85,-0.85
2012-02-23,6.62,7.0,6.34,6.69,6.61278528207,249709.0,137.0,1651272.0,181646.0,72.74,0.66,0.07
2012-02-22,6.78,6.78,6.4,6.56,6.56720491244,162689.0,154.0,1068412.0,97796.0,60.11,0.38,-0.22
2012-02-21,6.79,6.79,6.5,6.74,6.69809947954,170427.0,107.0,1141537.0,158347.0,92.91,0.29,-0.05
2012-02-17,6.99,6.99,6.36,6.71,6.67461203327,55546.0,83.0,370748.0,41635.0,74.96,0.63,-0.28
2012-02-16,7.12,7.12,6.32,6.69,6.61754670827,188457.0,285.0,1247123.0,164994.0,87.55,0.8,-0.43
2012-02-15,7.29,7.29,6.49,6.96,6.70990619444,746331.0,234.0,5007811.0,598275.0,80.16,0.8,-0.33
2012-02-14,6.66,6.85,6.08,6.69,6.52909384671,703104.0,432.0,4590632.0,513525.0,73.04,0.77,0.03
2012-02-13,6.98,7.09,6.5,6.75,6.71616100302,281709.0,155.0,1892003.0,221641.0,78.68,0.59,-0.23
2012-02-10,6.96,6.99,6.61,6.87,6.92151738672,213525.0,140.0,1477917.0,144534.0,67.69,0.38,-0.09
2012-02-09,7.0,7.0,6.56,6.83,6.79568917694,295628.0,157.0,2008996.0,207597.0,70.22,0.44,-0.17
2012-02-08,7.0,7.0,6.56,6.85,6.86911671703,142310.0,165.0,977544.0,94888.0,66.68,0.44,-0.15
2012-02-07,6.9,6.93,6.15,6.88,6.7342346728,380027.0,264.0,2559191.0,253981.0,66.83,0.78,-0.02
2012-02-06,7.19,7.19,6.6,6.78,6.86986484153,254812.0,266.0,1750524.0,146927.0,57.66,0.59,-0.41
2012-02-03,7.0,7.23,6.7,6.89,6.96729021745,253441.0,225.0,1765797.0,190015.0,74.97,0.53,-0.11
2012-02-02,7.55,8.19,6.93,7.36,7.5643789483,454310.0,274.0,3436573.0,372511.0,81.99,1.26,-0.19
2012-02-01,7.78,7.79,7.5,7.69,7.71559225289,459010.0,185.0,3541534.0,303976.0,66.22,0.29,-0.09
2012-01-31,7.78,7.97,7.4,7.67,7.69520664901,565137.0,366.0,4348846.0,212293.0,37.56,0.57,-0.11
2012-01-30,7.6,7.8,7.39,7.63,7.63453987317,564866.0,242.0,4312492.0,254567.0,45.07,0.41,0.03
2012-01-27,7.1,7.7,6.91,7.6,7.41605815772,216102.0,215.0,1602625.0,128150.0,59.3,0.79,0.5
2012-01-25,6.97,7.19,6.64,7.08,6.99262434487,633842.0,280.0,4432219.0,382591.0,60.36,0.55,0.11
2012-01-24,7.0,7.0,6.71,6.97,6.9407810079,152316.0,116.0,1057192.0,80694.0,52.98,0.29,-0.03
2012-01-23,7.73,7.74,7.0,7.15,7.39840863233,525837.0,243.0,3890357.0,320373.0,60.93,0.74,-0.58
2012-01-20,7.7,7.8,7.3,7.55,7.57224367002,269906.0,131.0,2043794.0,249980.0,92.62,0.5,-0.15
2012-01-19,7.29,7.8,6.8,7.7,7.33580621781,597413.0,335.0,4382506.0,343532.0,57.5,1.0,0.41
2012-01-18,7.58,7.58,6.87,7.12,7.18174407416,713949.0,229.0,5127399.0,461301.0,64.61,0.71,-0.46
2012-01-17,7.98,8.0,7.3,7.38,7.66603731924,312493.0,227.0,2395583.0,230884.0,73.88,0.7,-0.6
2012-01-16,8.76,8.76,7.8,7.95,7.99683955215,367353.0,233.0,2937663.0,197815.0,53.85,0.96,-0.81
2012-01-13,8.29,8.32,7.63,7.97,8.06948723638,356051.0,241.0,2873149.0,290184.0,81.5,0.69,-0.32
2012-01-12,8.44,8.44,7.85,8.15,8.15099386656,465807.0,191.0,3796790.0,307346.0,65.98,0.59,-0.29
2012-01-11,8.35,8.45,7.6,7.93,8.04286618686,240096.0,161.0,1931060.0,215488.0,89.75,0.85,-0.42
2012-01-10,8.5,8.5,8.0,8.35,8.2850700384,167194.0,164.0,1385214.0,144853.0,86.64,0.5,-0.15
2012-01-09,8.56,8.56,8.05,8.38,8.38372132817,233766.0,159.0,1959829.0,198542.0,84.93,0.51,-0.18
2012-01-07,8.35,8.49,8.2,8.37,8.38843886942,97897.0,84.0,821203.0,66260.0,67.68,0.29,0.02
2012-01-06,8.35,8.55,7.99,8.12,8.1966089814,425123.0,230.0,3484567.0,335918.0,79.02,0.56,-0.23
2012-01-05,8.59,8.59,8.15,8.23,8.23918918293,215733.0,105.0,1777465.0,200589.0,92.98,0.44,-0.36
2012-01-04,8.38,8.38,8.02,8.22,8.22267887434,278841.0,238.0,2292820.0,233626.0,83.78,0.36,-0.16
2012-01-03,8.26,8.45,7.66,8.24,7.97828093422,668491.0,504.0,5333409.0,262390.0,39.25,0.79,-0.02
2012-01-02,8.45,8.45,7.96,8.06,8.08408051526,471215.0,299.0,3809340.0,202989.0,43.08,0.49,-0.39
2011-12-30,8.58,8.58,8.2,8.37,8.42090355899,99916.0,149.0,841383.0,85717.0,85.79,0.38,-0.21
2011-12-29,8.06,8.55,8.06,8.46,8.39628574371,145655.0,204.0,1222961.0,131731.0,90.44,0.49,0.4
2011-12-28,8.68,8.69,8.08,8.42,8.36825352295,185356.0,208.0,1551106.0,106374.0,57.39,0.61,-0.26
2011-12-27,8.67,8.67,8.25,8.5,8.4254944834,198945.0,207.0,1676210.0,173813.0,87.37,0.42,-0.17
2011-12-26,8.6,8.6,8.15,8.4,8.43372072349,185601.0,158.0,1565307.0,151295.0,81.52,0.45,-0.2
2011-12-23,8.65,8.65,8.2,8.36,8.38197210297,115998.0,120.0,972292.0,102847.0,88.66,0.45,-0.29
2011-12-22,8.55,8.55,7.99,8.34,8.25912210758,200913.0,158.0,1659365.0,159104.0,79.19,0.56,-0.21
2011-12-21,8.45,8.6,7.82,8.3,8.36266974739,186969.0,268.0,1563560.0,128086.0,68.51,0.78,-0.15
2011-12-20,8.44,8.45,8.1,8.23,8.15047458734,355256.0,170.0,2895505.0,302301.0,85.09,0.35,-0.21
2011-12-19,9.13,9.13,8.4,8.52,8.43242747263,250664.0,269.0,2113706.0,187309.0,74.73,0.73,-0.61
2011-12-16,9.3,9.3,8.42,8.84,8.71279164705,231487.0,236.0,2016898.0,100291.0,43.32,0.88,-0.46
2011-12-15,9.33,9.33,8.58,8.86,8.88200645307,346502.0,408.0,3077633.0,162915.0,47.02,0.75,-0.47
2011-12-14,9.64,9.64,8.82,9.03,9.01418266292,523456.0,258.0,4718528.0,231043.0,44.14,0.82,-0.61
