Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
MSBF,MSB Financial Corp.,MSB Financial Corp. - common stock,G,N,N,100
MSCC,Microsemi Corporation,Microsemi Corporation - Common Stock,Q,N,N,100
MSEX,Middlesex Water Company,Middlesex Water Company - Common Stock,Q,N,N,100
MSFG,"MainSource Financial Group, Inc.","MainSource Financial Group, Inc. - Common Stock",Q,N,N,100
MSFT,Microsoft Corporation,Microsoft Corporation - Common Stock,Q,N,N,100
MSG,The Madison Square Garden Company,The Madison Square Garden Company - Class A Common Stock,Q,N,N,100
MSLI,Merus Labs International Inc.,Merus Labs International Inc. - Common Stock,S,N,N,100
MSON,"MISONIX, Inc.","MISONIX, Inc. - Common Stock",G,N,N,100
MSTR,MicroStrategy Incorporated,MicroStrategy Incorporated - Class A Common Stock,Q,N,N,100
MTBC,"Medical Transcription Billing, Corp.","Medical Transcription Billing, Corp. - Common Stock",S,N,N,100
MTEX,"Mannatech, Incorporated","Mannatech, Incorporated - Common Stock",Q,N,N,100
MTGE,American Capital Mortgage Investment Corp.,American Capital Mortgage Investment Corp. - Common Stock,Q,N,N,100
MTGEP,American Capital Mortgage Investment Corp.,American Capital Mortgage Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock,Q,N,N,100
MTLS,Materialise NV,Materialise NV - American Depositary Shares,Q,N,N,100
MTRX,Matrix Service Company,Matrix Service Company - Common Stock,Q,N,N,100
MTSC,MTS Systems Corporation,MTS Systems Corporation - Common Stock,Q,N,N,100
MTSI,M/A,"M/A-COM Technology Solutions Holdings, Inc. - Common Stock",Q,N,N,100
MTSL,MER Telemanagement Solutions Ltd.,MER Telemanagement Solutions Ltd. - Ordinary Shares,S,N,N,100
MTSN,"Mattson Technology, Inc.","Mattson Technology, Inc. - Common Stock",Q,N,N,100
MU,"Micron Technology, Inc.","Micron Technology, Inc. - Common Stock",Q,N,N,100
MULT,AdvisorShares Sunrise Global Multi,AdvisorShares Sunrise Global Multi-Strategy ETF,G,N,N,100
MVIS,"Microvision, Inc.","Microvision, Inc. - Common Stock",G,N,N,100
MWIV,"MWI Veterinary Supply, Inc.","MWI Veterinary Supply, Inc. - common stock",Q,N,N,100
MXIM,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc. - Common Stock",Q,N,N,100
MXWL,"Maxwell Technologies, Inc.","Maxwell Technologies, Inc. - Common Stock",Q,N,N,100
MYGN,"Myriad Genetics, Inc.","Myriad Genetics, Inc. - Common Stock",Q,N,N,100
MYL,Mylan Inc.,Mylan Inc. - Common Stock,Q,N,N,100
MYOS,MYOS Corporation,MYOS Corporation - Common Stock,S,N,N,100
MYRG,"MYR Group, Inc.","MYR Group, Inc. - Common Stock",Q,N,N,100
MZOR,Mazor Robotics Ltd.,Mazor Robotics Ltd. - American Depositary Shares,G,N,N,100
NAII,"Natural Alternatives International, Inc.","Natural Alternatives International, Inc. - Common Stock",G,N,N,100
NAME,"Rightside Group, Ltd.","Rightside Group, Ltd. - Common Stock",Q,N,N,100
NANO,Nanometrics Incorporated,Nanometrics Incorporated - Common Stock,Q,N,N,100
NATH,"Nathan's Famous, Inc.","Nathan's Famous, Inc. - Common Stock",Q,N,N,100
NATI,National Instruments Corporation,National Instruments Corporation - Common Stock,Q,N,N,100
NATL,National Interstate Corporation,National Interstate Corporation - Common Stock,Q,N,N,100
NATR,"Nature's Sunshine Products, Inc.","Nature's Sunshine Products, Inc. - Common Stock",S,N,N,100
NAUH,"National American University Holdings, Inc.","National American University Holdings, Inc. - Common Stock",G,N,N,100
NAVG,"The Navigators Group, Inc.","The Navigators Group, Inc. - Common Stock",Q,N,N,100
NAVI,Navient Corporation,Navient Corporation - Common Stock,Q,N,N,100
NBBC,NewBridge Bancorp,NewBridge Bancorp - Common Stock,Q,N,N,100
NBIX,"Neurocrine Biosciences, Inc.","Neurocrine Biosciences, Inc. - Common Stock",Q,N,N,100
NBN,Northeast Bancorp,Northeast Bancorp - Common Stock,G,N,N,100
NBS,"Neostem, Inc.","Neostem, Inc. - Common Stock",S,N,N,100
NBTB,NBT Bancorp Inc.,NBT Bancorp Inc. - Common Stock,Q,N,N,100
NBTF,NB&T FINANCIAL GROUP INC,NB&T FINANCIAL GROUP INC - Common Stock,S,N,N,100
NCIT,"NCI, Inc.","NCI, Inc. - Class A Common Stock",Q,N,N,100
NCLH,Norwegian Cruise Line Holdings Ltd.,Norwegian Cruise Line Holdings Ltd. - Ordinary Shares,Q,N,N,100
NCMI,"National CineMedia, Inc.","National CineMedia, Inc. - Common Stock",Q,N,N,100
NCTY,The9 Limited,The9 Limited - American Depository Shares representing one ordinary share,Q,N,N,100
NDAQ,"The NASDAQ OMX Group, Inc.","The NASDAQ OMX Group, Inc. - Common Stock",Q,N,N,100
NDLS,Noodles & Company,Noodles & Company - Common Stock,Q,N,N,100
NDRM,NeuroDerm Ltd.,NeuroDerm Ltd. - Ordinary Shares,G,N,N,100
NDSN,Nordson Corporation,Nordson Corporation - Common Stock,Q,N,N,100
NECB,"Northeast Community Bancorp, Inc.","Northeast Community Bancorp, Inc. - Common Stock",G,N,N,100
NEO,"NeoGenomics, Inc.","NeoGenomics, Inc. - Common Stock",S,N,N,100
NEOG,Neogen Corporation,Neogen Corporation - Common Stock,Q,N,N,100
NEON,Neonode Inc.,Neonode Inc. - Common Stock,S,N,N,100
NEOT,"Neothetics, Inc.","Neothetics, Inc. - Common Stock",G,N,N,100
NEPT,Neptune Technologies & Bioresources Inc,Neptune Technologies & Bioresources Inc - Ordinary Shares,S,N,N,100
NERV,"Minerva Neurosciences, Inc","Minerva Neurosciences, Inc - Common Stock",G,N,N,100
NETE,"Net Element, Inc.","Net Element, Inc. - Common Stock",S,N,N,100
NEWP,Newport Corporation,Newport Corporation - Common Stock,Q,N,N,100
NEWS,"NewStar Financial, Inc.","NewStar Financial, Inc. - Common Stock",Q,N,N,100
NEWT,Newtek Business Services Corp.,Newtek Business Services Corp. - Common Stock,S,N,N,100
NFBK,"Northfield Bancorp, Inc.","Northfield Bancorp, Inc. - Common Stock",Q,N,N,100
NFEC,NF Energy Saving Corporation,NF Energy Saving Corporation - Common Stock,S,N,N,100
NFLX,"Netflix, Inc.","Netflix, Inc. - Common Stock",Q,N,N,100
NGHC,National General Holdings Corp,National General Holdings Corp - Common Stock,G,N,N,100
NGHCP,National General Holdings Corp,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A",G,N,N,100
NHTB,"New Hampshire Thrift Bancshares, Inc.","New Hampshire Thrift Bancshares, Inc. - Common Stock",G,N,N,100
NICE,NICE,NICE-Systems Limited - American Depositary Shares each representing one Ordinary Share,Q,N,N,100
NICK,"Nicholas Financial, Inc.","Nicholas Financial, Inc. - Common Stock",Q,N,N,100
NILE,"Blue Nile, Inc.","Blue Nile, Inc. - Common Stock",Q,N,N,100
NKSH,"National Bankshares, Inc.","National Bankshares, Inc. - Common Stock",S,N,N,100
NKTR,Nektar Therapeutics,Nektar Therapeutics - Common Stock,Q,N,N,100
NLNK,NewLink Genetics Corporation,NewLink Genetics Corporation - Common Stock,G,N,N,100
NLST,"Netlist, Inc.","Netlist, Inc. - Common Stock",G,N,D,100
NMIH,NMI Holdings Inc,NMI Holdings Inc - Common Stock,G,N,N,100
NMRX,Numerex Corp.,Numerex Corp. - Class A Common Stock,Q,N,N,100
NNBR,"NN, Inc.","NN, Inc. - Common Stock",Q,N,N,100
NPBC,"National Penn Bancshares, Inc.","National Penn Bancshares, Inc. - Common Stock",Q,N,N,100
NPSP,"NPS Pharmaceuticals, Inc.","NPS Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
NRCIA,National Research Corporation,National Research Corporation - Class A Common Stock,Q,N,N,100
NRCIB,National Research Corporation,National Research Corporation - Common Stock,Q,N,N,100
NRIM,Northrim BanCorp Inc,Northrim BanCorp Inc - Common Stock,Q,N,N,100
NRX,"NephroGenex, Inc.","NephroGenex, Inc. - Common Stock",S,N,N,100
NSEC,"National Security Group, Inc.","National Security Group, Inc. - Common Stock",G,N,N,100
NSIT,"Insight Enterprises, Inc.","Insight Enterprises, Inc. - Common Stock",Q,N,N,100
NSPH,"Nanosphere, Inc.","Nanosphere, Inc. - Common Stock",S,N,D,100
NSSC,"NAPCO Security Technologies, Inc.","NAPCO Security Technologies, Inc. - Common Stock",Q,N,N,100
NSTG,"NanoString Technologies, Inc.","NanoString Technologies, Inc. - Common Stock",G,N,N,100
NSYS,Nortech Systems Incorporated,Nortech Systems Incorporated - Common Stock,S,N,N,100
NTAP,"NetApp, Inc.","NetApp, Inc. - Common Stock",Q,N,N,100
NTCT,"NetScout Systems, Inc.","NetScout Systems, Inc. - Common Stock",Q,N,N,100
NTES,"NetEase, Inc.","NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares",Q,N,N,100
NTGR,"NETGEAR, Inc.","NETGEAR, Inc. - Common Stock",Q,N,N,100
NTIC,Northern Technologies International Corporation,Northern Technologies International Corporation - Common Stock,G,N,N,100
NTK,Nortek Inc.,Nortek Inc. - Common Stock,Q,N,N,100
NTLS,NTELOS Holdings Corp.,NTELOS Holdings Corp. - Common Stock,Q,N,N,100
NTRI,NutriSystem Inc,NutriSystem Inc - Common Stock,Q,N,N,100
NTRS,Northern Trust Corporation,Northern Trust Corporation - Common Stock,Q,N,N,100
NTRSP,Northern Trust Corporation,Northern Trust Corporation - Depository Shares,Q,N,N,100
NTWK,NetSol Technologies Inc.,NetSol Technologies Inc. - Common Stock,S,N,N,100
NUAN,"Nuance Communications, Inc.","Nuance Communications, Inc. - Common Stock",Q,N,N,100
NURO,"NeuroMetrix, Inc.","NeuroMetrix, Inc. - Common Stock",S,N,N,100
NUTR,Nutraceutical International Corporation,Nutraceutical International Corporation - Common Stock,Q,N,N,100
NUVA,"NuVasive, Inc.","NuVasive, Inc. - Common Stock",Q,N,N,100
NVAX,"Novavax, Inc.","Novavax, Inc. - Common Stock",Q,N,N,100
NVCN,Neovasc Inc.,Neovasc Inc. - Common Shares,S,N,N,100
NVDA,NVIDIA Corporation,NVIDIA Corporation - Common Stock,Q,N,N,100
NVDQ,Novadaq Technologies Inc,Novadaq Technologies Inc - Common Shares,G,N,N,100
NVEC,NVE Corporation,NVE Corporation - Common Stock,S,N,N,100
NVEE,"NV5 Holdings, Inc.","NV5 Holdings, Inc. - Common Stock",S,N,N,100
NVEEW,"NV5 Holdings, Inc.","NV5 Holdings, Inc. - Warrant",S,N,N,100
NVFY,"Nova Lifestyle, Inc","Nova Lifestyle, Inc - Common Stock",G,N,N,100
NVGN,Novogen Limited,Novogen Limited - American Depositary Shares each representing twenty five Ordinary Shares,S,N,D,100
NVMI,Nova Measuring Instruments Ltd.,Nova Measuring Instruments Ltd. - Ordinary Shares,Q,N,N,100
NVSL,Naugatuck Valley Financial Corporation,Naugatuck Valley Financial Corporation - Common Stock,G,N,N,100
NWBI,"Northwest Bancshares, Inc.","Northwest Bancshares, Inc. - Common Stock",Q,N,N,100
NWBO,"Northwest Biotherapeutics, Inc.","Northwest Biotherapeutics, Inc. - Common Stock",S,N,N,100
NWBOW,"Northwest Biotherapeutics, Inc.","Northwest Biotherapeutics, Inc. - Warrant",S,N,N,100
NWFL,Norwood Financial Corp.,Norwood Financial Corp. - Common Stock,G,N,N,100
NWLI,National Western Life Insurance Company,National Western Life Insurance Company - Class A Common Stock,Q,N,N,100
NWPX,Northwest Pipe Company,Northwest Pipe Company - Common Stock,Q,N,N,100
NWS,News Corporation,News Corporation - Class B Common Stock,Q,N,N,100
NWSA,News Corporation,News Corporation - Class A Common Stock,Q,N,N,100
NXPI,NXP Semiconductors N.V.,NXP Semiconductors N.V. - Common Stock,Q,N,N,100
NXST,"Nexstar Broadcasting Group, Inc.","Nexstar Broadcasting Group, Inc. - Class A Common Stock",Q,N,N,100
NXTD,NXT,NXT-ID Inc. - Common Stock,S,N,N,100
NXTDW,NXT,NXT-ID Inc. - Warrant,S,N,N,100
NXTM,"NxStage Medical, Inc.","NxStage Medical, Inc. - Common Stock",Q,N,N,100
NYMT,"New York Mortgage Trust, Inc.","New York Mortgage Trust, Inc. - Common Stock",Q,N,N,100
NYMTP,"New York Mortgage Trust, Inc.","New York Mortgage Trust, Inc. - 7.75% Series B Cumulative Redeemable Preferred Stock",S,N,N,100
NYMX,Nymox Pharmaceutical Corporation,Nymox Pharmaceutical Corporation - Common Stock,S,N,D,100
NYNY,"Empire Resorts, Inc.","Empire Resorts, Inc. - Common Stock",G,N,N,100
OBAS,Optibase Ltd.,Optibase Ltd. - Ordinary Shares,G,N,N,100
OBCI,Ocean Bio,"Ocean Bio-Chem, Inc. - Common Stock",S,N,N,100
OCC,Optical Cable Corporation,Optical Cable Corporation - Common Stock,G,N,N,100
OCFC,OceanFirst Financial Corp.,OceanFirst Financial Corp. - Common Stock,Q,N,N,100
OCLR,"Oclaro, Inc.","Oclaro, Inc. - Common Stock",Q,N,N,100
OCLS,"Oculus Innovative Sciences, Inc.","Oculus Innovative Sciences, Inc. - Common Stock",S,N,N,100
OCRX,"Ocera Therapeutics, Inc.","Ocera Therapeutics, Inc. - Common Stock",G,N,N,100
OCUL,"Ocular Therapeutix, Inc.","Ocular Therapeutix, Inc. - Common Stock",G,N,N,100
ODFL,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc. - Common Stock",Q,N,N,100
ODP,"Office Depot, Inc.","Office Depot, Inc. - Common Stock",Q,N,N,100
OFED,Oconee Federal Financial Corp.,Oconee Federal Financial Corp. - Common Stock,S,N,N,100
OFIX,Orthofix International N.V.,Orthofix International N.V. - Common Stock,Q,N,E,100
OFLX,"Omega Flex, Inc.","Omega Flex, Inc. - Common Stock",G,N,N,100
OFS,OFS Capital Corporation,OFS Capital Corporation - Common Stock,Q,N,N,100
OGXI,OncoGenex Pharmaceuticals Inc.,OncoGenex Pharmaceuticals Inc. - Common Shares,S,N,N,100
OHAI,OHA Investment Corporation,OHA Investment Corporation - Closed End Fund,Q,N,N,100
OHGI,"One Horizon Group, Inc.","One Horizon Group, Inc. - Common Stock",S,N,N,100
OHRP,"Ohr Pharmaceuticals, Inc.","Ohr Pharmaceuticals, Inc. - Common Stock",S,N,N,100
OIIM,O2Micro International Limited,O2Micro International Limited - Ordinary Shares each 50 shares of which are represented by an American Depositary Share,Q,N,N,100
OKSB,"Southwest Bancorp, Inc.","Southwest Bancorp, Inc. - Common Stock",Q,N,N,100
OLBK,"Old Line Bancshares, Inc.","Old Line Bancshares, Inc. - Common Stock",S,N,N,100
OLED,Universal Display Corporation,Universal Display Corporation - Common Stock,Q,N,N,100
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,Q,N,N,100
OMCL,"Omnicell, Inc.","Omnicell, Inc. - Common Stock",Q,N,N,100
OMED,"OncoMed Pharmaceuticals, Inc.","OncoMed Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
OMER,Omeros Corporation,Omeros Corporation - Common Stock,G,N,N,100
OMEX,"Odyssey Marine Exploration, Inc.","Odyssey Marine Exploration, Inc. - Common Stock",S,N,N,100
ONB,Old National Bancorp,Old National Bancorp - Common Stock,Q,N,N,100
ONCY,"Oncolytics Biotech, Inc.","Oncolytics Biotech, Inc. - Common Shares",S,N,D,100
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,Fidelity Nasdaq Composite Index Tracking Stock,G,N,N,100
ONFC,Oneida Financial Corp.,Oneida Financial Corp. - Common Stock,G,N,N,100
ONNN,ON Semiconductor Corporation,ON Semiconductor Corporation - Common Stock,Q,N,N,100
ONTX,"Onconova Therapeutics, Inc.","Onconova Therapeutics, Inc. - Common Stock",Q,N,N,100
ONTY,Oncothyreon Inc.,Oncothyreon Inc. - Common Shares,Q,N,N,100
ONVI,"Onvia, Inc.","Onvia, Inc. - Common Stock",S,N,N,100
OPB,Opus Bank,Opus Bank - Common Stock,Q,N,N,100
OPHC,"OptimumBank Holdings, Inc.","OptimumBank Holdings, Inc. - Common Stock",S,N,N,100
OPHT,Ophthotech Corporation,Ophthotech Corporation - Common Stock,Q,N,N,100
OPOF,Old Point Financial Corporation,Old Point Financial Corporation - Common Stock,S,N,N,100
OPTT,"Ocean Power Technologies, Inc.","Ocean Power Technologies, Inc. - Common Stock",G,N,N,100
OPXA,"Opexa Therapeutics, Inc.","Opexa Therapeutics, Inc. - Common Stock",S,N,D,100
ORBC,ORBCOMM Inc.,ORBCOMM Inc. - Common Stock,Q,N,N,100
ORBK,Orbotech Ltd.,Orbotech Ltd. - Ordinary Shares,Q,N,N,100
OREX,"Orexigen Therapeutics, Inc.","Orexigen Therapeutics, Inc. - Common Stock",Q,N,N,100
ORIG,Ocean Rig UDW Inc.,Ocean Rig UDW Inc. - Common Stock,Q,N,N,100
ORIT,Oritani Financial Corp.,Oritani Financial Corp. - Common Stock,Q,N,N,100
ORLY,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc. - Common Stock",Q,N,N,100
ORMP,Oramed Pharmaceuticals Inc.,Oramed Pharmaceuticals Inc. - Common Stock,S,N,N,100
ORPN,Bio Blast Pharma Ltd.,Bio Blast Pharma Ltd. - Ordinary Shares,G,N,N,100
ORRF,Orrstown Financial Services Inc,Orrstown Financial Services Inc - Common Stock,S,N,N,100
OSBC,"Old Second Bancorp, Inc.","Old Second Bancorp, Inc. - Common Stock",Q,N,N,100
OSBCP,"Old Second Bancorp, Inc.","Old Second Bancorp, Inc. - 7.80% Cumulative Trust Preferred Securities",Q,N,N,100
OSHC,Ocean Shore Holding Co.,Ocean Shore Holding Co. - Common Stock,G,N,N,100
OSIR,"Osiris Therapeutics, Inc.","Osiris Therapeutics, Inc. - Common Stock",G,N,N,100
OSIS,"OSI Systems, Inc.","OSI Systems, Inc. - Common Stock",Q,N,N,100
OSM,SLM Corporation,"SLM Corporation - Medium Term Notes, Series A, CPI-Linked Notes due March 15, 2017",G,N,N,100
OSN,"Ossen Innovation Co., Ltd.","Ossen Innovation Co., Ltd. - American Depositary Shares",S,N,D,100
OSTK,"Overstock.com, Inc.","Overstock.com, Inc. - Common Stock",G,N,N,100
OSUR,"OraSure Technologies, Inc.","OraSure Technologies, Inc. - Common Stock",Q,N,N,100
OTEL,Otelco Inc.,Otelco Inc. - Common Stock,S,N,N,100
OTEX,Open Text Corporation,Open Text Corporation - Common Shares,Q,N,N,100
OTIC,"Otonomy, Inc.","Otonomy, Inc. - Common Stock",Q,N,N,100
OTIV,On Track Innovations Ltd,On Track Innovations Ltd - Ordinary Shares,G,N,N,100
OTTR,Otter Tail Corporation,Otter Tail Corporation - Common Stock,Q,N,N,100
OUTR,Outerwall Inc.,Outerwall Inc. - Common Stock,Q,N,N,100
OVAS,OvaScience Inc.,OvaScience Inc. - Common Stock,G,N,N,100
OVBC,Ohio Valley Banc Corp.,Ohio Valley Banc Corp. - Common Stock,G,N,N,100
OVLY,Oak Valley Bancorp (CA),Oak Valley Bancorp (CA) - Common Stock,S,N,N,100
OVTI,"OmniVision Technologies, Inc.","OmniVision Technologies, Inc. - Common Stock",Q,N,N,100
OXBR,Oxbridge Re Holdings Limited,Oxbridge Re Holdings Limited - Ordinary Shares,S,N,N,100
OXBRW,Oxbridge Re Holdings Limited,Oxbridge Re Holdings Limited - Warrant,S,N,N,100
OXFD,Oxford Immunotec Global PLC,Oxford Immunotec Global PLC - Ordinary Shares,G,N,N,100
OXGN,"OXiGENE, Inc.","OXiGENE, Inc. - Common Stock",S,N,N,100
OXLC,Oxford Lane Capital Corp.,Oxford Lane Capital Corp. - Common Stock,Q,N,N,100
OXLCN,Oxford Lane Capital Corp.,Oxford Lane Capital Corp. - 8.125% Series 2024 Term Preferred Stock,Q,N,N,100
OXLCO,Oxford Lane Capital Corp.,"Oxford Lane Capital Corp. - Term Preferred Shares, 7.50% Series 2023",Q,N,N,100
OXLCP,Oxford Lane Capital Corp.,"Oxford Lane Capital Corp. - Term Preferred Shares, 8.50% Series 2017",Q,N,N,100
OZRK,Bank of the Ozarks,Bank of the Ozarks - Common Stock,Q,N,N,100
PAAS,Pan American Silver Corp.,Pan American Silver Corp. - Common Stock,Q,N,N,100
PACB,"Pacific Biosciences of California, Inc.","Pacific Biosciences of California, Inc. - Common Stock",Q,N,N,100
PACW,PacWest Bancorp,PacWest Bancorp - Common Stock,Q,N,N,100
PAGG,PowerShares Global Agriculture Portfolio,PowerShares Global Agriculture Portfolio,G,N,N,100
PAHC,Phibro Animal Health Corporation,Phibro Animal Health Corporation - Class A Common Stock,G,N,N,100
PANL,Pangaea Logistics Solutions Ltd.,Pangaea Logistics Solutions Ltd. - Common Stock,S,N,N,100
PARN,Parnell Pharmaceuticals Holdings Ltd,Parnell Pharmaceuticals Holdings Ltd - Ordinary Shares,G,N,N,100
PATIV,"New Patriot Transportation Holding, Inc.","New Patriot Transportation Holding, Inc. - Common Stock When Issued",Q,N,N,100
PATK,"Patrick Industries, Inc.","Patrick Industries, Inc. - Common Stock",Q,N,N,100
PAYX,"Paychex, Inc.","Paychex, Inc. - Common Stock",Q,N,N,100
PBCP,"Polonia Bancorp, Inc.","Polonia Bancorp, Inc. - Common Stock",S,N,N,100
PBCT,"People's United Financial, Inc.","People's United Financial, Inc. - Common Stock",Q,N,N,100
PBHC,"Pathfinder Bancorp, Inc.","Pathfinder Bancorp, Inc. - Common Stock",S,N,N,100
PBIB,"Porter Bancorp, Inc.","Porter Bancorp, Inc. - Common Stock",S,N,D,100
PBIP,"Prudential Bancorp, Inc.","Prudential Bancorp, Inc. - Common Stock",G,N,N,100
PBMD,Prima BioMed Ltd,Prima BioMed Ltd - American Depositary Shares,G,N,D,100
PBPB,Potbelly Corporation,Potbelly Corporation - Common Stock,Q,N,N,100
PBSK,"Poage Bankshares, Inc.","Poage Bankshares, Inc. - Common Stock",S,N,N,100
PCAR,PACCAR Inc.,PACCAR Inc. - Common Stock,Q,N,N,100
PCBK,Pacific Continental Corporation (Ore),Pacific Continental Corporation (Ore) - Common Stock,Q,N,N,100
PCCC,"PC Connection, Inc.","PC Connection, Inc. - Common Stock",Q,N,N,100
PCH,Potlatch Corporation,Potlatch Corporation - Common Stock,Q,N,N,100
PCLN,The Priceline Group Inc.,The Priceline Group Inc.  - Common Stock,Q,N,N,100
PCMI,"PCM, Inc.","PCM, Inc. - Common Stock",G,N,N,100
PCO,Pendrell Corporation,Pendrell Corporation - Class A Common Stock,Q,N,N,100
PCOM,"Points International, Ltd.","Points International, Ltd. - Common Shares",S,N,N,100
PCRX,"Pacira Pharmaceuticals, Inc.","Pacira Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
